Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,187.99,1,66.78,2,121.21,2012-11-18,gpfra2012
2,Meagan DUHAMEL / Eric RADFORD,CAN,186.71,2,62.28,1,124.43,2012-11-18,gpfra2012
3,Stefania BERTON / Ondrej HOTAREK,ITA,169.49,4,57.3,5,112.19,2012-11-18,gpfra2012
4,Cheng PENG / Hao ZHANG,CHN,167.76,3,59.92,6,107.84,2012-11-18,gpfra2012
5,Ksenia STOLBOVA / Fedor KLIMOV,RUS,166.73,5,53.64,3,113.09,2012-11-18,gpfra2012
6,Vanessa JAMES / Morgan CIPRES,FRA,163.65,7,51.44,4,112.21,2012-11-18,gpfra2012
7,Daria POPOVA / Bruno MASSOT,FRA,151.34,6,52.96,7,98.38,2012-11-18,gpfra2012
