Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,177.51,5,55.02,1,122.49,2011-11-13,gpjpn2011
2,Narumi TAKAHASHI / Mervin TRAN,JPN,172.09,2,57.89,2,114.2,2011-11-13,gpjpn2011
3,Aliona SAVCHENKO / Robin SZOLKOWY,GER,171.68,1,59.23,3,112.45,2011-11-13,gpjpn2011
4,Stefania BERTON / Ondrej HOTAREK,ITA,163.83,3,56.23,5,107.6,2011-11-13,gpjpn2011
5,Caydee DENNEY / John COUGHLIN,USA,163.75,4,55.48,4,108.27,2011-11-13,gpjpn2011
6,Lubov ILIUSHECHKINA / Nodari MAISURADZE,RUS,159.01,6,53.12,6,105.89,2011-11-13,gpjpn2011
7,Marissa CASTELLI / Simon SHNAPIR,USA,149.02,7,49.93,7,99.09,2011-11-13,gpjpn2011
8,Natasha PURICH / Raymond SCHULTZ,CAN,128.17,8,45.56,8,82.61,2011-11-13,gpjpn2011
