ISU GP NHK Trophy 2011,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Daisuke TAKAHASHI JPN,9,169.32  80.04,,90.28,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4F< <  8.60 -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,5.60,
2 3A  8.50  2.14 2 3,2,2 2 2 3,,2 2,10.64,
3 3S  4.20  1.40 2 2,2,2 2 1 2,,2 2,5.60,
4 CCSp3  2.80  0.50 1 1,1,1 1 1 0,,1 1,3.30,
"",,Info,,,,Info
5 CiSt3  3.30  1.36 3 3,3,3 3 2 2,,3 2,4.66,
6 FCCoSp4  3.50  0.71 1 -1,2,2 1 1 1,,2 2,4.21,
7 3A+2T  10.78 x  1.71 2 2,1,1 2 1 2,,2 2,12.49,
8 3F+3T< <  9.02 x -0.40 1 0,-1,-1 -1 0 -1,,0 -1,8.62,
9 3Lo< <  3.96 x -0.70 -1 0,-1,-1 -1 -1 -1,,-1 -1,3.26,
10 3Lz+2T  8.03 x  0.30 1 1,0,0 1 0 1,,0 0,8.33,
11 3F  5.83 x -0.70 -1 -1,-2,-2 -1 0 -1,,-1 0,5.13,
12 ChSt1  2.00  1.70 2 3,3,2 3 2 2,,3 2,3.70,
13 CCoSp4  3.50  1.00 2 2,2,2 1 2 2,,3 2,4.50,
74.02,,,,,80.04,
Program Components Factor,,,,,,
Skating Skills  2.00 8.50 9.25,9.00,9.25 8.50 9.00 8.25,,9.25 9.25,8.96,
Transition / Linking Footwork  2.00 9.50 8.75,9.25,9.00 8.00 8.50 8.00,,9.00 9.00,8.79,
Performance / Execution  2.00 9.00 9.75,9.00,9.25 8.75 8.75 8.50,,9.25 9.00,9.00,
Choreography / Composition  2.00 9.25 9.50,9.25,9.25 8.50 9.00 8.50,,9.25 9.50,9.14,
Interpretation  2.00 9.00 9.75,9.25,9.50 9.00 9.00 8.50,,9.50 9.50,9.25,
Judges Total Program Component Score (factored),,,,,90.28,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Takahiko KOZUKA JPN,8,155.25  76.67,,78.58,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T< <  7.20 -2.14 -3 -2,-2,-2 -2 -2 -3,,-2 -2,5.06,
2 3A  8.50  1.86 1 2,2,2 2 2 2,,2 1,10.36,
3 3Lz+2T  7.30  0.40 1 1,0,1 1 1 0,,0 0,7.70,
4 CCoSp4  3.50  0.57 1 1,1,2 1 2 1,,1 1,4.07,
5 CiSt3  3.30  0.79 2 1,1,2 2 2 2,,1 1,4.09,
6 3A+2T+2Lo  12.76 x -0.71 0 -1,0,-1 -1 -1 0,,-1 -1,12.05,
7 FSSp4  3.00  0.64 2 1,2,2 1 1 1,,1 1,3.64,
8 3F  5.83 x  1.00 2 1,2,2 1 2 1,,1 1,6.83,
9 2Lo  1.98 x  0.00 0 -1,0,0 1 0 0,,0 0,1.98,
10 3S  4.62 x  0.70 1 1,1,1 1 2 1,,1 1,5.32,
11 3Lz+2T  8.03 x  0.30 1 0,0,1 0 1 0,,0 1,8.33,
12 ChSt1  2.00  1.10 2 1,0,2 2 2 1,,2 1,3.10,
13 FCCoSp4  3.50  0.64 2 1,2,2 1 1 1,,1 1,4.14,
