Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mao ASADA,JPN,204.55,1,73.18,1,131.37,2013-10-20,gpusa2013
2,Ashley WAGNER,USA,193.81,2,69.26,2,124.55,2013-10-20,gpusa2013
3,Elena RADIONOVA,RUS,183.95,3,67.01,4,116.94,2013-10-20,gpusa2013
4,Elizaveta TUKTAMYSHEVA,RUS,176.75,9,53.2,3,123.55,2013-10-20,gpusa2013
5,Samantha CESARIO,USA,167.98,8,53.51,5,114.47,2013-10-20,gpusa2013
6,Mae Berenice MEITE,FRA,167.35,7,55.84,6,111.51,2013-10-20,gpusa2013
7,Valentina MARCHEI,ITA,156.79,4,59.25,7,97.54,2013-10-20,gpusa2013
8,Viktoria HELGESSON,SWE,152.34,5,58.8,8,93.54,2013-10-20,gpusa2013
9,Elene GEDEVANISHVILI,GEO,149.44,6,56.68,9,92.76,2013-10-20,gpusa2013
10,Caroline ZHANG,USA,110.12,10,45.76,10,64.36,2013-10-20,gpusa2013
