10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Cynthia PHANEUF,CAN,0,85.42,38.7,46.72,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3T+2A+SEQ,,6.0,False,-2.0,-1,-2,-2,-1,-2,-1,-2,-2,-2,-2,,4.0
2,3Lz<,<,1.9,False,-0.42,-2,-1,-1,-1,-2,-1,-3,1,-1,-2,,1.48
3,1Lo,,0.5,False,0.06,0,0,0,1,1,0,0,0,0,0,,0.56
4,FSSp4,,3.0,False,0.3,1,1,0,1,0,0,0,1,1,1,,3.3
5,1F,e,0.5,False,-0.1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,,0.4
6,2S,,1.3,False,0.0,0,0,0,1,0,0,0,0,0,0,,1.3
7,SpSq4,,3.4,False,0.4,1,1,0,1,0,1,0,1,1,0,,3.8
8,3Lz+2T,,8.03,True,-0.8,0,-1,-1,-1,0,0,-1,-1,-1,0,,7.23
9,SlSt3,,3.3,False,0.2,2,1,0,1,0,1,0,1,1,0,,3.5
10,3T+2T,,5.83,True,0.0,-1,0,0,-1,0,0,0,0,-1,0,,5.83
11,CSSp4,,3.0,False,0.3,1,1,-1,1,0,0,1,1,1,0,,3.3
12,CCoSp4,,3.5,False,0.5,2,1,0,2,1,1,1,1,1,1,,4.0
,,,40.26,,,,,,,,,,,,,,38.7
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,6.25,6.5,6.0,5.5,6.0,6.25,6.0,6.25,6.25,6.0,,6.05
,Transition / Linking Footwork  ,,,,1.6,5.75,5.75,5.75,5.0,5.0,5.25,5.25,6.0,5.75,5.5,,5.45
,Performance / Execution  ,,,,1.6,5.75,6.0,5.5,5.75,6.25,5.75,5.75,6.25,6.0,5.75,,5.9
,Choreography / Composition  ,,,,1.6,6.0,6.25,5.75,5.5,5.75,6.0,5.75,6.5,6.25,5.75,,5.85
,Interpretation  ,,,,1.6,6.25,6.0,5.5,5.75,6.0,5.75,6.0,6.5,6.0,6.0,,5.95
,,,,,,,,,,,,,,,,,46.72
