Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Emanuel SANDHU,CAN,212.66,4,65.1,1,147.56,2005-11-06,gpchn05
2,Stephane LAMBIEL,SUI,203.6,3,70.2,2,133.4,2005-11-06,gpchn05
3,Andrei GRIAZEV,RUS,200.6,1,71.0,3,129.6,2005-11-06,gpchn05
4,Ben FERREIRA,CAN,185.33,6,62.83,4,122.5,2005-11-06,gpchn05
5,Min ZHANG,CHN,178.31,8,58.09,5,120.22,2005-11-06,gpchn05
6,Ryan JAHNKE,USA,177.02,5,64.8,8,112.22,2005-11-06,gpchn05
7,Matthew SAVOIE,USA,174.37,9,57.07,6,117.3,2005-11-06,gpchn05
8,Chengjiang LI,CHN,173.69,2,70.25,10,103.44,2005-11-06,gpchn05
9,Alban PREAUBERT,FRA,166.77,12,50.93,7,115.84,2005-11-06,gpchn05
10,Jialiang WU,CHN,158.86,7,58.16,12,100.7,2005-11-06,gpchn05
11,Kazumi KISHIMOTO,JPN,157.74,10,53.14,9,104.6,2005-11-06,gpchn05
12,Roman SEROV,ISR,155.9,11,52.74,11,103.16,2005-11-06,gpchn05
