ISU GP Rostelecom Cup 2014,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Ksenia STOLBOVA / Fedor KLIMOV RUS  8,142.88  71.00,,71.88,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw3  5.80  1.10 1 2 2,2 0 2 1,,3 1,6.90,
2 3LzTh  5.50  1.60 2 2 2,2 2 2 3,,3 3,7.10,
3 3T+1T+2T  5.80  0.80 1 0 2,1 1 1 2,,2 0,6.60,
4 5RLi4  7.00  1.20 2 2 1,1 2 2 1,,2 2,8.20,
"",,,Info,,Info
5 BoDs3  4.00  1.30 2 2 1,2 1 2 2,,2 2,5.30,
6 FCCoSp3p4  3.50  1.14 2 3 2,2 2 2 2,,3 3,4.64,
7 ChSq1  2.00  1.50 1 3 2,2 1 3 2,,3 2,3.50,
8 2A  3.30  0.93 2 3 1,2 2 2 1,,2 2,4.23,
9 5BLi4  6.50  1.20 2 3 1,2 1 2 2,,2 1,7.70,
10 PCoSp3p4  4.50  0.79 2 2 1,2 1 1 2,,2 1,5.29,
11 3Li4  4.00  1.14 2 3 2,3 2 2 3,,2 2,5.14,
12 3STh  4.50  1.90 3 3 2,3 2 3 3,,3 2,6.40,
56.40,,,,71.00,
Program Components Factor,,,,,
Skating Skills  1.60 8.75 9.00 8.50,8.25 8.75 9.00 9.00,,9.50 9.25,8.89,
Transition / Linking Footwork  1.60 8.50 8.75 8.50,8.00 8.75 9.25 9.00,,9.50 8.75,8.79,
Performance / Execution  1.60 8.75 8.75 9.00,8.50 9.25 9.25 10.00,,10.00 9.00,9.14,
Choreography / Composition  1.60 8.25 9.00 9.00,8.25 9.00 9.25 9.25,,9.75 9.25,9.00,
Interpretation  1.60 8.75 9.00 9.25,8.00 9.25 9.25 9.25,,10.00 9.00,9.11,
Judges Total Program Component Score (factored),,,,71.88,
Deductions:,,,,0.00,
REP Jump repetition,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Haven DENNEY / Brandon FRAZIER USA  5,110.79  53.37,,57.42,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw3  5.80  1.10 2 2 2,1 2 1 2,,1 1,6.90,
2 3LoTh  5.00  0.70 0 1 0,2 1 1 2,,1 1,5.70,
3 2S  1.30 -0.46 -2 -3 -2,-2 -3 -2 -1,,-2 -3,0.84,
4 PCoSp3p3  4.00  0.50 1 1 0,1 1 2 1,,1 1,4.50,
5 CCoSp3p1  2.00 -0.26 0 -1 -1,-1 -1 -1 1,,-2 -1,1.74,
6 1A+2A+SEQ  3.52 -1.14 -2 -3 -2,-3 -3 -2 -1,,-1 -3,2.38,
7 5ALi4  6.50  0.90 1 1 1,1 1 2 2,,1 2,7.40,
8 3STh  4.50  1.00 1 1 0,2 2 2 1,,1 2,5.50,
9 ChSq1  2.00  1.00 1 1 0,2 1 2 2,,1 2,3.00,
10 BoDs1  3.00  0.40 0 0 1,0 1 1 1,,0 1,3.40,
11 5RLi4  7.00  0.30 1 0 0,1 -1 1 0,,2 0,7.30,
12 3Li4  4.00  0.71 1 1 1,1 2 2 1,,2 3,4.71,
48.62,,,,53.37,
Program Components Factor,,,,,
Skating Skills  1.60 7.25 7.25 7.25,7.25 7.00 7.25 7.25,,7.50 7.00,7.21,
Transition / Linking Footwork  1.60 6.75 7.00 7.25,6.75 7.00 7.00 7.00,,7.25 7.50,7.04,
