Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Madison CHOCK / Evan BATES,USA,174.28,1,68.86,1,105.42,2014-11-16,gprus2014
2,Elena ILINYKH / Ruslan ZHIGANSHIN,RUS,160.43,2,64.12,3,96.31,2014-11-16,gprus2014
3,Penny COOMES / Nicholas BUCKLAND,GBR,158.02,3,59.55,2,98.47,2014-11-16,gprus2014
4,Victoria SINITSINA / Nikita KATSALAPOV,RUS,147.55,4,57.96,4,89.59,2014-11-16,gprus2014
5,Alexandra STEPANOVA / Ivan BUKIN,RUS,143.51,5,56.9,5,86.61,2014-11-16,gprus2014
6,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,136.33,7,52.86,6,83.47,2014-11-16,gprus2014
7,Alexandra ALDRIDGE / Daniel EATON,USA,133.38,6,54.39,7,78.99,2014-11-16,gprus2014
8,Rebeka KIM / Kirill MINOV,KOR,118.27,8,46.14,8,72.13,2014-11-16,gprus2014
