9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Cheng PENG / Hao ZHANG,CHN,8,64.1,34.07,31.03,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,BoDs3,,4.0,False,1.2,3,2,0,1,1,2,2,2,2,,5.2
2,3LoTh,,5.0,False,1.5,2,2,1,2,2,2,3,3,2,,6.5
3,3T<,<,3.0,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
4,4Li4,,4.5,False,0.64,2,1,1,1,1,2,2,1,1,,5.14
5,StSq4,,3.9,False,0.2,0,0,-1,-1,1,2,1,-1,2,,4.1
6,3Tw3,,6.2,False,1.1,2,2,0,1,2,2,1,2,1,,7.3
7,PCoSp3p4,,4.5,False,0.43,1,1,0,0,1,2,1,1,1,,4.93
,,,31.1,,,,,,,,,,,,,34.07
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.75,6.75,8.0,7.5,8.75,8.0,8.25,8.0,8.25,,7.96
,Transition / Linking Footwork  ,,,,0.8,7.25,6.5,7.5,7.25,8.5,8.0,7.75,7.5,7.75,,7.57
,Performance / Execution  ,,,,0.8,7.25,6.25,7.5,7.0,8.5,8.0,8.0,7.5,7.75,,7.57
,Choreography / Composition  ,,,,0.8,7.5,6.25,8.0,7.0,8.75,8.5,8.5,8.0,8.0,,7.93
,Interpretation  ,,,,0.8,7.25,6.25,7.75,6.75,8.75,8.5,8.25,7.75,8.0,,7.75
,,,,,,,,,,,,,,,,31.03
Deduction,Falls,-1.0
