Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Dan ZHANG / Hao ZHANG,CHN,192.22,1,65.86,1,126.36,2010-01-30,fc2010
2,Keauna MCLAUGHLIN / Rockne BRUBAKER,USA,170.17,2,64.56,2,105.61,2010-01-30,fc2010
3,Meagan DUHAMEL / Craig BUNTIN,CAN,158.02,3,56.9,4,101.12,2010-01-30,fc2010
4,Caitlin YANKOWSKAS / John COUGHLIN,USA,157.49,4,56.1,3,101.39,2010-01-30,fc2010
5,Narumi TAKAHASHI / Mervin TRAN,JPN,151.83,7,53.74,5,98.09,2010-01-30,fc2010
6,Yue ZHANG / Lei WANG,CHN,146.6,6,54.16,6,92.44,2010-01-30,fc2010
7,Mylene BRODEUR / John MATTATALL,CAN,146.31,5,55.94,7,90.37,2010-01-30,fc2010
8,Huibo DONG / Yiming WU,CHN,136.05,9,48.02,8,88.03,2010-01-30,fc2010
9,Kirsten MOORE-TOWERS / Dylan MOSCOVITCH,CAN,135.76,8,48.76,9,87.0,2010-01-30,fc2010
10,Marissa CASTELLI / Simon SHNAPIR,USA,128.91,10,44.6,10,84.31,2010-01-30,fc2010
11,Amanda SUNYOTO-YANG / Darryll SULNDRO-YANG,TPE,116.49,11,43.42,11,73.07,2010-01-30,fc2010
