Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mao ASADA,JPN,183.96,3,57.22,1,126.74,2010-01-30,fc2010
2,Akiko SUZUKI,JPN,173.72,1,58.88,2,114.84,2010-01-30,fc2010
3,Caroline ZHANG,USA,160.78,4,55.1,3,105.68,2010-01-30,fc2010
4,Amanda DOBBS,USA,158.23,2,57.56,5,100.67,2010-01-30,fc2010
5,Haruka IMAI,JPN,155.29,5,55.06,6,100.23,2010-01-30,fc2010
6,Min-Jung KWAK,KOR,154.71,7,53.68,4,101.03,2010-01-30,fc2010
7,Amelie LACOSTE,CAN,152.45,6,54.46,8,97.99,2010-01-30,fc2010
8,Myriane SAMSON,CAN,150.9,8,51.6,7,99.3,2010-01-30,fc2010
9,Alexe GILLES,USA,140.88,9,48.9,9,91.98,2010-01-30,fc2010
10,Diane SZMIETT,CAN,140.1,10,48.82,10,91.28,2010-01-30,fc2010
11,Anastasia GIMAZETDINOVA,UZB,134.15,11,46.88,11,87.27,2010-01-30,fc2010
12,Yan LIU,CHN,126.11,12,46.6,13,79.51,2010-01-30,fc2010
13,Chae-Hwa KIM,KOR,123.91,14,41.34,12,82.57,2010-01-30,fc2010
14,Cheltzie LEE,AUS,119.39,15,40.06,14,79.33,2010-01-30,fc2010
15,Na-Young KIM,KOR,109.46,13,44.94,17,64.52,2010-01-30,fc2010
16,Lejeanne MARAIS,RSA,103.03,19,34.32,15,68.71,2010-01-30,fc2010
17,Ana Cecilia CANTU,MEX,101.25,17,35.62,16,65.63,2010-01-30,fc2010
18,Crystal KIANG,TPE,96.16,16,36.18,19,59.98,2010-01-30,fc2010
19,Melinda WANG,TPE,95.5,20,33.82,18,61.68,2010-01-30,fc2010
20,Lauren KO,PHI,90.77,18,35.22,20,55.55,2010-01-30,fc2010
21,Binshu XU,CHN,33.82,21,33.82,DNQ,DNQ,2010-01-30,fc2010
22,Phoebe DI TOMMASO,AUS,33.48,22,33.48,DNQ,DNQ,2010-01-30,fc2010
23,Tamami ONO,HKG,33.26,23,33.26,DNQ,DNQ,2010-01-30,fc2010
24,Mericien VENZON,PHI,32.92,24,32.92,DNQ,DNQ,2010-01-30,fc2010
25,Sandra KHOPON,THA,32.84,25,32.84,DNQ,DNQ,2010-01-30,fc2010
26,Mary Ro REYES,MEX,32.76,26,32.76,DNQ,DNQ,2010-01-30,fc2010
27,Gracielle Jeanne TAN,PHI,32.22,27,32.22,DNQ,DNQ,2010-01-30,fc2010
28,Tiffany Packard YU,HKG,30.74,28,30.74,DNQ,DNQ,2010-01-30,fc2010
29,Abigail PIETERSEN,RSA,30.06,29,30.06,DNQ,DNQ,2010-01-30,fc2010
30,Chaochih LIU,TPE,29.92,30,29.92,DNQ,DNQ,2010-01-30,fc2010
31,Charissa TANSOMBOON,THA,29.88,31,29.88,DNQ,DNQ,2010-01-30,fc2010
32,Sarah PAW SI YING,SIN,27.32,32,27.32,DNQ,DNQ,2010-01-30,fc2010
33,Taryn JURGENSEN,THA,26.94,33,26.94,DNQ,DNQ,2010-01-30,fc2010
34,Priscila ALAVEZ,MEX,24.92,34,24.92,DNQ,DNQ,2010-01-30,fc2010
35,Elena RODRIGUES,BRA,24.74,35,24.74,DNQ,DNQ,2010-01-30,fc2010
36,Alessia BALDO,BRA,24.0,36,24.0,DNQ,DNQ,2010-01-30,fc2010
37,Tze Ching LEE,HKG,23.48,37,23.48,DNQ,DNQ,2010-01-30,fc2010
38,Simone PASTUSIAK,BRA,17.7,38,17.7,DNQ,DNQ,2010-01-30,fc2010
