Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Takahiko KOZUKA,JPN,233.51,1,77.4,1,156.11,2010-11-07,gpchn2010
2,Brandon MROZ,USA,216.8,4,69.84,2,146.96,2010-11-07,gpchn2010
3,Tomas VERNER,CZE,214.81,3,70.31,3,144.5,2010-11-07,gpchn2010
4,Brian JOUBERT,FRA,210.29,2,74.8,5,135.49,2010-11-07,gpchn2010
5,Tatsuki MACHIDA,JPN,200.95,7,66.78,6,134.17,2010-11-07,gpchn2010
6,Samuel CONTESTI,ITA,198.84,9,60.6,4,138.24,2010-11-07,gpchn2010
7,Ross MINER,USA,197.13,6,67.1,8,130.03,2010-11-07,gpchn2010
8,Jinlin GUAN,CHN,196.92,8,64.95,7,131.97,2010-11-07,gpchn2010
9,Peter LIEBERS,GER,175.94,10,59.78,9,116.16,2010-11-07,gpchn2010
10,Jialiang WU,CHN,172.56,11,57.76,10,114.8,2010-11-07,gpchn2010
11,Peitong CHEN,CHN,150.69,12,54.85,11,95.84,2010-11-07,gpchn2010
WD,Sergei VORONOV,RUS,68.7,5,68.7,WD,WD,2010-11-07,gpchn2010
