Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Takahiko KOZUKA,JPN,251.44,2,85.32,1,166.12,2012-10-21,gpusa2012
2,Yuzuru HANYU,JPN,243.74,1,95.07,3,148.67,2012-10-21,gpusa2012
3,Tatsuki MACHIDA,JPN,229.95,4,75.78,2,154.17,2012-10-21,gpusa2012
4,Konstantin MENSHOV,RUS,212.53,5,73.32,5,139.21,2012-10-21,gpusa2012
5,Jeremy ABBOTT,USA,211.35,3,77.71,8,133.64,2012-10-21,gpusa2012
6,Michal BREZINA,CZE,209.67,6,69.26,4,140.41,2012-10-21,gpusa2012
7,Armin MAHBANOOZADEH,USA,203.65,7,68.27,7,135.38,2012-10-21,gpusa2012
8,Tomas VERNER,CZE,197.36,9,58.79,6,138.57,2012-10-21,gpusa2012
9,Douglas RAZZANO,USA,187.73,10,57.06,9,130.67,2012-10-21,gpusa2012
10,Alexander MAJOROV,SWE,182.42,8,60.48,10,121.94,2012-10-21,gpusa2012
