Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Ashley WAGNER,USA,188.37,1,60.61,1,127.76,2012-10-21,gpusa2012
2,Christina GAO,USA,174.25,3,56.63,2,117.62,2012-10-21,gpusa2012
3,Adelina SOTNIKOVA,RUS,168.96,2,58.93,3,110.03,2012-10-21,gpusa2012
4,Valentina MARCHEI,ITA,158.79,5,54.01,6,104.78,2012-10-21,gpusa2012
5,Haruka IMAI,JPN,157.72,7,49.9,4,107.82,2012-10-21,gpusa2012
6,Mae Berenice MEITE,FRA,155.95,4,54.41,7,101.54,2012-10-21,gpusa2012
7,Alena LEONOVA,RUS,153.49,9,46.72,5,106.77,2012-10-21,gpusa2012
8,Viktoria HELGESSON,SWE,144.85,6,50.29,8,94.56,2012-10-21,gpusa2012
9,Rachael FLATT,USA,136.09,10,43.72,9,92.37,2012-10-21,gpusa2012
10,Sarah HECKEN,GER,134.09,8,48.11,10,85.98,2012-10-21,gpusa2012
