Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yuzuru HANYU,JPN,321.59,5,98.39,1,223.2,2017-04-02,wc2017
2,Shoma UNO,JPN,319.31,2,104.86,2,214.45,2017-04-02,wc2017
3,Boyang JIN,CHN,303.58,4,98.64,3,204.94,2017-04-02,wc2017
4,Javier FERNANDEZ,ESP,301.19,1,109.05,6,192.14,2017-04-02,wc2017
5,Patrick CHAN,CAN,295.16,3,102.13,5,193.03,2017-04-02,wc2017
6,Nathan CHEN,USA,290.72,6,97.33,4,193.39,2017-04-02,wc2017
7,Jason BROWN,USA,269.57,8,93.1,7,176.47,2017-04-02,wc2017
8,Mikhail KOLYADA,RUS,257.47,7,93.28,9,164.19,2017-04-02,wc2017
9,Kevin REYNOLDS,CAN,253.84,12,84.44,8,169.4,2017-04-02,wc2017
10,Alexei BYCHENKO,ISR,245.96,11,85.28,12,160.68,2017-04-02,wc2017
11,Maxim KOVTUN,RUS,245.84,10,89.38,14,156.46,2017-04-02,wc2017
12,Misha GE,UZB,243.45,16,79.91,10,163.54,2017-04-02,wc2017
13,Moris KVITELASHVILI,GEO,239.24,19,76.34,11,162.9,2017-04-02,wc2017
14,Deniss VASILJEVS,LAT,239.0,14,81.73,13,157.27,2017-04-02,wc2017
15,Brendan KERRY,AUS,236.24,13,83.11,15,153.13,2017-04-02,wc2017
16,Denis TEN,KAZ,234.31,9,90.18,20,144.13,2017-04-02,wc2017
17,Chafik BESSEGHIER,FRA,230.13,17,78.82,16,151.31,2017-04-02,wc2017
18,Michal BREZINA,CZE,226.26,15,80.02,18,146.24,2017-04-02,wc2017
19,Keiji TANAKA,JPN,222.34,22,73.45,17,148.89,2017-04-02,wc2017
20,Paul FENTZ,GER,217.91,20,73.89,21,144.02,2017-04-02,wc2017
21,Jorik HENDRICKX,BEL,214.02,21,73.68,22,140.34,2017-04-02,wc2017
22,Julian Zhi Jie YEE,MAS,213.99,23,69.74,19,144.25,2017-04-02,wc2017
23,Alexander MAJOROV,SWE,205.04,18,77.23,23,127.81,2017-04-02,wc2017
24,Michael Christian MARTINEZ,PHI,196.79,24,69.32,24,127.47,2017-04-02,wc2017
25,Ivan PAVLOV,UKR,69.26,25,69.26,DNQ,DNQ,2017-04-02,wc2017
26,Jinseo KIM,KOR,68.66,26,68.66,DNQ,DNQ,2017-04-02,wc2017
27,Javier RAYA,ESP,66.88,27,66.88,DNQ,DNQ,2017-04-02,wc2017
28,Stephane WALKER,SUI,64.04,28,64.04,DNQ,DNQ,2017-04-02,wc2017
29,Igor REZNICHENKO,POL,63.88,29,63.88,DNQ,DNQ,2017-04-02,wc2017
30,Matteo RIZZO,ITA,63.14,30,63.14,DNQ,DNQ,2017-04-02,wc2017
31,Graham NEWBERRY,GBR,62.04,31,62.04,DNQ,DNQ,2017-04-02,wc2017
32,Chih-I TSAO,TPE,61.52,32,61.52,DNQ,DNQ,2017-04-02,wc2017
33,Valtter VIRTANEN,FIN,59.45,33,59.45,DNQ,DNQ,2017-04-02,wc2017
34,Nicholas VRDOLJAK,CRO,57.28,34,57.28,DNQ,DNQ,2017-04-02,wc2017
35,Slavik HAYRAPETYAN,ARM,57.14,35,57.14,DNQ,DNQ,2017-04-02,wc2017
36,Larry LOUPOLOVER,AZE,38.97,36,38.97,DNQ,DNQ,2017-04-02,wc2017
