Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Tessa VIRTUE / Scott MOIR,CAN,198.62,1,82.43,2,116.19,2017-04-02,wc2017
2,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,196.04,2,76.89,1,119.15,2017-04-02,wc2017
3,Maia SHIBUTANI / Alex SHIBUTANI,USA,185.18,5,74.88,4,110.3,2017-04-02,wc2017
4,Kaitlyn WEAVER / Andrew POJE,CAN,184.81,6,74.84,6,109.97,2017-04-02,wc2017
5,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,184.06,8,73.54,3,110.52,2017-04-02,wc2017
6,Anna CAPPELLINI / Luca LANOTTE,ITA,183.73,7,73.7,5,110.03,2017-04-02,wc2017
7,Madison CHOCK / Evan BATES,USA,182.04,4,76.25,8,105.79,2017-04-02,wc2017
8,Piper GILLES / Paul POIRIER,CAN,178.99,9,72.83,7,106.16,2017-04-02,wc2017
9,Madison HUBBELL / Zachary DONOHUE,USA,177.7,3,76.53,10,101.17,2017-04-02,wc2017
10,Alexandra STEPANOVA / Ivan BUKIN,RUS,174.7,10,69.07,9,105.63,2017-04-02,wc2017
11,Charlene GUIGNARD / Marco FABBRI,ITA,165.68,11,67.56,11,98.12,2017-04-02,wc2017
12,Isabella TOBIAS / Ilia TKACHENKO,ISR,162.63,12,66.27,12,96.36,2017-04-02,wc2017
13,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,159.53,13,66.05,14,93.48,2017-04-02,wc2017
14,Natalia KALISZEK / Maksym SPODYRIEV,POL,157.15,15,63.37,13,93.78,2017-04-02,wc2017
15,Alexandra NAZAROVA / Maxim NIKITIN,UKR,155.35,14,63.86,15,91.49,2017-04-02,wc2017
16,Shiyue WANG / Xinyu LIU,CHN,150.25,18,60.77,16,89.48,2017-04-02,wc2017
17,Alisa AGAFONOVA / Alper UCAR,TUR,146.89,17,60.8,17,86.09,2017-04-02,wc2017
18,Olivia SMART / Adria DIAZ,ESP,145.61,16,60.93,19,84.68,2017-04-02,wc2017
19,Kavita LORENZ / Joti POLIZOAKIS,GER,142.86,20,57.1,18,85.76,2017-04-02,wc2017
20,Yura MIN / Alexander GAMELIN,KOR,136.71,19,57.47,20,79.24,2017-04-02,wc2017
21,Marie-Jade LAURIAULT / Romain LE GAC,FRA,56.43,21,56.43,DNQ,DNQ,2017-04-02,wc2017
22,Lilah FEAR / Lewis GIBSON,GBR,54.82,22,54.82,DNQ,DNQ,2017-04-02,wc2017
23,Kana MURAMOTO / Chris REED,JPN,54.68,23,54.68,DNQ,DNQ,2017-04-02,wc2017
24,Cecilia TÖRN / Jussiville PARTANEN,FIN,52.22,24,52.22,DNQ,DNQ,2017-04-02,wc2017
25,Tina GARABEDIAN / Simon PROULX-SENECAL,ARM,51.39,25,51.39,DNQ,DNQ,2017-04-02,wc2017
26,Nicole KUZMICHOVA / Alexandr SINICYN,CZE,51.02,26,51.02,DNQ,DNQ,2017-04-02,wc2017
27,Viktoria KAVALIOVA / Yurii BIELIAIEV,BLR,49.73,27,49.73,DNQ,DNQ,2017-04-02,wc2017
28,Lorenza ALESSANDRINI / Pierre SOUQUET,FRA,49.51,28,49.51,DNQ,DNQ,2017-04-02,wc2017
29,Olga JAKUSHINA / Andrey NEVSKIY,LAT,48.26,29,48.26,DNQ,DNQ,2017-04-02,wc2017
30,Taylor TRAN / Saulius AMBRULEVICIUS,LTU,46.14,30,46.14,DNQ,DNQ,2017-04-02,wc2017
31,Anastasia GALYETA / Avidan BROWN,AZE,45.58,31,45.58,DNQ,DNQ,2017-04-02,wc2017
32,Tatiana KOZMAVA / Alexei SHUMSKI,GEO,42.71,32,42.71,DNQ,DNQ,2017-04-02,wc2017
