Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Wenjing SUI / Cong HAN,CHN,232.06,1,81.23,1,150.83,2017-04-02,wc2017
2,Aliona SAVCHENKO / Bruno MASSOT,GER,230.3,2,79.84,2,150.46,2017-04-02,wc2017
3,Evgenia TARASOVA / Vladimir MOROZOV,RUS,219.03,3,79.37,4,139.66,2017-04-02,wc2017
4,Xiaoyu YU / Hao ZHANG,CHN,211.51,4,75.23,5,136.28,2017-04-02,wc2017
5,Ksenia STOLBOVA / Fedor KLIMOV,RUS,206.72,13,65.69,3,141.03,2017-04-02,wc2017
6,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,206.19,6,73.14,8,133.05,2017-04-02,wc2017
7,Meagan DUHAMEL / Eric RADFORD,CAN,206.06,7,72.67,7,133.39,2017-04-02,wc2017
8,Vanessa JAMES / Morgan CIPRES,FRA,204.68,10,70.1,6,134.58,2017-04-02,wc2017
9,Valentina MARCHEI / Ondrej HOTAREK,ITA,203.92,9,71.04,9,132.88,2017-04-02,wc2017
10,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,202.37,8,72.17,11,130.2,2017-04-02,wc2017
11,Julianne SEGUIN / Charlie BILODEAU,CAN,198.21,12,66.31,10,131.9,2017-04-02,wc2017
12,Natalia ZABIIAKO / Alexander ENBERT,RUS,192.54,5,74.26,13,118.28,2017-04-02,wc2017
13,Nicole DELLA MONICA / Matteo GUARISE,ITA,192.02,11,70.08,12,121.94,2017-04-02,wc2017
14,Anna DUSKOVA / Martin BIDAR,CZE,179.7,15,63.36,14,116.34,2017-04-02,wc2017
15,Tae Ok RYOM / Ju Sik KIM,PRK,169.65,14,64.52,15,105.13,2017-04-02,wc2017
16,Ekaterina ALEXANDROVSKAYA / Harley WINDSOR,AUS,164.1,16,62.03,16,102.07,2017-04-02,wc2017
17,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,61.7,17,61.7,DNQ,DNQ,2017-04-02,wc2017
18,Miriam ZIEGLER / Severin KIEFER,AUT,61.01,18,61.01,DNQ,DNQ,2017-04-02,wc2017
19,Minerva Fabienne HASE / Nolan SEEGERT,GER,59.76,19,59.76,DNQ,DNQ,2017-04-02,wc2017
20,Haven DENNEY / Brandon FRAZIER,USA,56.23,20,56.23,DNQ,DNQ,2017-04-02,wc2017
21,Lana PETRANOVIC / Antonio SOUZA-KORDEIRU,CRO,52.83,21,52.83,DNQ,DNQ,2017-04-02,wc2017
22,Goda BUTKUTE / Nikita ERMOLAEV,LTU,52.49,22,52.49,DNQ,DNQ,2017-04-02,wc2017
23,Tatiana DANILOVA / Mikalai KAMIANCHUK,BLR,51.79,23,51.79,DNQ,DNQ,2017-04-02,wc2017
24,Daria BEKLEMISHEVA / Mark MAGYAR,HUN,45.96,24,45.96,DNQ,DNQ,2017-04-02,wc2017
25,Emilia SIMONEN / Matthew PENASSE,FIN,45.49,25,45.49,DNQ,DNQ,2017-04-02,wc2017
26,Zoe JONES / Christopher BOYADJI,GBR,44.33,26,44.33,DNQ,DNQ,2017-04-02,wc2017
27,Lola ESBRAT / Andrei NOVOSELOV,FRA,43.78,27,43.78,DNQ,DNQ,2017-04-02,wc2017
28,Ioulia CHTCHETININA / Noah SCHERER,SUI,40.5,28,40.5,DNQ,DNQ,2017-04-02,wc2017
