Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evgenia MEDVEDEVA,RUS,233.41,1,79.01,1,154.4,2017-04-02,wc2017
2,Kaetlyn OSMOND,CAN,218.13,2,75.98,2,142.15,2017-04-02,wc2017
3,Gabrielle DALEMAN,CAN,213.52,3,72.19,3,141.33,2017-04-02,wc2017
4,Karen CHEN,USA,199.29,5,69.98,6,129.31,2017-04-02,wc2017
5,Mai MIHARA,JPN,197.88,15,59.59,4,138.29,2017-04-02,wc2017
6,Carolina KOSTNER,ITA,196.83,8,66.33,5,130.5,2017-04-02,wc2017
7,Ashley WAGNER,USA,193.54,7,69.04,10,124.5,2017-04-02,wc2017
8,Maria SOTSKOVA,RUS,192.2,6,69.76,11,122.44,2017-04-02,wc2017
9,Elizabet TURSYNBAEVA,KAZ,191.99,10,65.48,8,126.51,2017-04-02,wc2017
10,Dabin CHOI,KOR,191.11,11,62.66,7,128.45,2017-04-02,wc2017
11,Wakaba HIGUCHI,JPN,188.05,9,65.87,12,122.18,2017-04-02,wc2017
12,Mariah BELL,USA,187.23,13,61.02,9,126.21,2017-04-02,wc2017
13,Anna POGORILAYA,RUS,183.37,4,71.52,15,111.85,2017-04-02,wc2017
14,Xiangning LI,CHN,175.37,16,58.28,13,117.09,2017-04-02,wc2017
15,Loena HENDRICKX,BEL,172.82,17,57.54,14,115.28,2017-04-02,wc2017
16,Rika HONGO,JPN,169.83,12,62.55,18,107.28,2017-04-02,wc2017
17,Nicole RAJICOVA,SVK,165.55,18,57.08,16,108.47,2017-04-02,wc2017
18,Laurine LECAVELIER,FRA,162.99,22,55.49,17,107.5,2017-04-02,wc2017
19,Nicole SCHOTT,GER,161.41,24,54.83,19,106.58,2017-04-02,wc2017
20,Ivett TOTH,HUN,160.77,14,61.0,21,99.77,2017-04-02,wc2017
21,Zijun LI,CHN,159.8,20,56.3,20,103.5,2017-04-02,wc2017
22,Angelina KUCHVALSKA,LAT,155.02,21,55.92,22,99.1,2017-04-02,wc2017
23,Anastasia GALUSTYAN,ARM,153.47,23,55.2,23,98.27,2017-04-02,wc2017
24,Kailani CRAINE,AUS,152.94,19,56.97,24,95.97,2017-04-02,wc2017
25,Shuran YU,SGP,52.87,25,52.87,DNQ,DNQ,2017-04-02,wc2017
26,Joshi HELGESSON,SWE,52.07,26,52.07,DNQ,DNQ,2017-04-02,wc2017
27,Helery HÄLVIN,EST,51.94,27,51.94,DNQ,DNQ,2017-04-02,wc2017
28,Amy LIN,TPE,51.86,28,51.86,DNQ,DNQ,2017-04-02,wc2017
29,Emmi PELTONEN,FIN,50.74,29,50.74,DNQ,DNQ,2017-04-02,wc2017
30,Isadora WILLIAMS,BRA,50.65,30,50.65,DNQ,DNQ,2017-04-02,wc2017
31,Kerstin FRANK,AUT,50.54,31,50.54,DNQ,DNQ,2017-04-02,wc2017
32,Natasha MCKAY,GBR,50.1,32,50.1,DNQ,DNQ,2017-04-02,wc2017
33,Yasmine Kimiko YAMADA,SUI,47.86,33,47.86,DNQ,DNQ,2017-04-02,wc2017
34,Anne Line GJERSEM,NOR,46.99,34,46.99,DNQ,DNQ,2017-04-02,wc2017
35,Anna KHNYCHENKOVA,UKR,46.98,35,46.98,DNQ,DNQ,2017-04-02,wc2017
36,Dasa GRM,SLO,46.63,36,46.63,DNQ,DNQ,2017-04-02,wc2017
37,Michaela-Lucie HANZLIKOVA,CZE,32.21,37,32.21,DNQ,DNQ,2017-04-02,wc2017
