10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Arina MARTINOVA,RUS,0,40.54,21.26,20.28,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3T+COMBO,,4.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.0
2,3Lz,,6.0,False,-1.2,0,-1,-2,-1,-2,0,0,-1,-1,-1,,4.8
3,FCSp2,,2.0,False,0.0,-1,-1,0,0,0,0,0,0,0,0,,2.0
4,2A,,3.5,False,0.4,0,1,1,1,0,0,0,1,0,0,,3.9
5,LSp3,,2.4,False,-0.02,0,0,-1,1,-1,1,0,0,-1,1,,2.38
6,SlSt1,,1.8,False,0.0,0,1,0,1,0,0,0,0,0,0,,1.8
7,SpSq4,,3.4,False,0.4,0,1,1,0,0,0,0,1,0,0,,3.8
8,CCoSp1,,2.0,False,-0.42,-2,-1,-2,-2,-2,-1,-3,-1,-2,-1,,1.58
,,,25.1,,,,,,,,,,,,,,21.26
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,5.5,5.25,5.5,5.0,4.0,5.75,5.0,5.25,5.0,4.75,,5.15
,Transition / Linking Footwork ,,,,0.8,5.0,5.0,5.0,4.75,3.75,5.25,4.5,5.0,4.75,5.0,,4.95
,Performance / Execution ,,,,0.8,4.75,4.75,5.5,4.5,4.0,5.25,5.0,5.5,4.75,5.0,,5.05
,Choreography / Composition ,,,,0.8,5.25,5.0,5.5,4.5,4.0,5.5,4.75,5.25,5.25,5.0,,5.2
,Interpretation ,,,,0.8,5.0,4.5,5.0,4.5,3.75,5.75,4.75,5.5,5.0,5.0,,5.0
,,,,,,,,,,,,,,,,,20.28
Deduction,Falls,-1.0
