Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Javier FERNANDEZ,ESP,270.55,1,93.19,1,177.36,2015-11-08,gpchn2015
2,Boyang JIN,CHN,261.23,2,90.05,2,171.18,2015-11-08,gpchn2015
3,Han YAN,CHN,230.33,6,73.97,3,156.36,2015-11-08,gpchn2015
4,Grant HOCHSTEIN,USA,222.74,5,74.27,4,148.47,2015-11-08,gpchn2015
5,Sergei VORONOV,RUS,222.17,3,80.99,8,141.18,2015-11-08,gpchn2015
6,Michael Christian MARTINEZ,PHI,220.36,7,72.24,5,148.12,2015-11-08,gpchn2015
7,Richard DORNBUSH,USA,217.26,8,70.21,7,147.05,2015-11-08,gpchn2015
8,Misha GE,UZB,217.17,9,69.13,6,148.04,2015-11-08,gpchn2015
9,Nan SONG,CHN,212.1,4,76.46,9,135.64,2015-11-08,gpchn2015
10,Ivan RIGHINI,ITA,200.98,10,68.98,11,132.0,2015-11-08,gpchn2015
11,Elladj BALDE,CAN,199.41,12,64.68,10,134.73,2015-11-08,gpchn2015
12,Moris KVITELASHVILI,RUS,192.1,11,66.92,12,125.18,2015-11-08,gpchn2015
