ISU GP Audi Cup of China 2015,,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Anna CAPPELLINI / Luca LANOTTE ITA  7,66.39  32.60,,34.79,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 STw4  6.60  1.20 2 2 2,2 3 2 2,,2 2,7.80,
2 1RW3+kpYYN  4.40  1.03 1 2 2,2 2 0 2,,2 1,5.43,
3 2RW3+kpNYY  4.40  0.94 1 1 2,2 2 -1 2,,2 1,5.34,
4 PSt3  7.10  1.57 0 1 2,1 2 0 2,,2 2,8.67,
Info,,,Info,,Info
5 RoLi4  4.50  0.86 0 2 2,2 1 -1 2,,1 2,5.36,
27.00,,,,32.60,
Program Components Factor,,,,,
Skating Skills  0.80 8.75 8.75 9.00,8.50 8.50 7.75 8.75,,8.75 8.50,8.64,
Linking Footwork / Movement  0.80 8.50 8.50 8.75,8.50 8.50 8.50 9.25,,9.25 8.25,8.64,
Performance  0.80 8.75 8.75 9.25,8.00 8.75 8.25 8.75,,9.25 8.50,8.71,
Choreography  0.80 8.75 8.75 9.00,8.25 8.50 8.50 9.50,,9.00 8.50,8.71,
Interpretation / Timing  0.80 8.25 9.00 9.25,8.50 8.75 7.75 9.50,,9.00 8.75,8.79,
Judges Total Program Component Score (factored),,,,34.79,
Deductions: Extended lifts: -1.00,,,,-1.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Madison CHOCK / Evan BATES USA  8,65.36  29.05,,36.31,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 PSt3  7.10  2.20 2 3 2,2 1 2 2,,2 2,9.30,
2 STw1  3.10  0.26 0 0 0,0 0 1 1,,2 1,3.36,
3 1RW3+kpYYN  4.40  1.03 1 2 2,2 1 1 2,,3 2,5.43,
4 2RW2+kpTYN  3.80  1.03 1 2 1,2 1 2 2,,2 2,4.83,
5 CuLi4  4.50  1.63 3 3 2,3 2 3 3,,3 2,6.13,
22.90,,,,29.05,
Program Components Factor,,,,,
Skating Skills  0.80 8.75 9.25 9.00,8.75 9.00 8.75 9.25,,9.25 9.25,9.04,
Linking Footwork / Movement  0.80 8.50 9.50 9.00,8.75 8.75 8.50 9.00,,9.50 8.75,8.89,
Performance  0.80 9.25 9.25 9.00,9.25 8.75 8.50 9.00,,9.50 9.50,9.14,
Choreography  0.80 8.75 9.00 9.25,9.00 9.25 8.75 9.50,,9.25 9.00,9.07,
Interpretation / Timing  0.80 9.25 9.50 9.00,9.25 9.25 8.75 9.25,,9.50 9.25,9.25,
Judges Total Program Component Score (factored),,,,36.31,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Elena ILINYKH / Ruslan ZHIGANSHIN RUS  5,63.54  31.06,,32.48,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 STw4  6.60  1.11 2 1 2,2 2 2 1,,2 2,7.71,
2 1RW3+kpNYY  4.40  0.43 1 0 1,1 1 0 1,,0 1,4.83,
3 2RW3+kpYNY  4.40  0.34 0 1 1,0 1 1 0,,0 1,4.74,
4 RoLi4  4.50  0.77 1 2 1,2 0 2 0,,1 2,5.27,
5 PSt3  7.10  1.41 2 1 2,2 1 -1 1,,1 1,8.51,
27.00,,,,31.06,
Program Components Factor,,,,,
