ISU GP Trophee Eric Bompard 2013,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Qing PANG / Jian TONG CHN  8,126.17  60.00,,66.17,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 1A+SEQ  0.88 -0.54 -2 -3 -3,-3 -3 -2 -3,,-2 -3,0.34,
2 3T  4.10 -1.40 -2 -2 -2,-2 -2 -2 -2,,-2 -2,2.70,
3 3Tw3  5.80  1.00 2 0 2,2 2 0 2,,1 1,6.80,
4 BoDs2  3.50  0.90 2 2 1,1 1 1 2,,1 1,4.40,
"",,,Info,,Info
5 FCCoSp4  3.50  0.64 1 1 2,1 2 1 2,,1 1,4.14,
6 ChSq1  2.00  0.90 1 1 2,1 1 0 3,,1 2,2.90,
7 5RLi4  7.70 x  1.10 2 1 2,2 1 1 3,,2 1,8.80,
8 3STh  4.95 x -0.40 -1 -1 0,-1 0 -1 -1,,0 0,4.55,
9 3LoTh  5.50 x  1.30 2 2 2,2 1 2 2,,1 2,6.80,
10 5BLi4  7.15 x  0.80 2 1 1,1 1 1 2,,1 1,7.95,
11 4Li4  4.40 x  0.79 1 1 2,2 1 1 2,,2 2,5.19,
12 PCoSp4  4.50  0.93 2 1 2,2 2 1 2,,2 2,5.43,
53.98,,,,60.00,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 8.25 8.25,8.75 8.75 7.50 8.25,,8.25 8.25,8.32,
Transition / Linking Footwork  1.60 8.00 8.50 8.25,8.00 8.25 7.50 7.75,,8.00 8.00,8.04,
Performance / Execution  1.60 8.00 8.25 8.00,7.75 8.50 7.50 7.50,,8.50 8.75,8.07,
Choreography / Composition  1.60 8.50 8.50 8.50,8.50 8.50 7.50 8.50,,8.50 8.50,8.50,
Interpretation  1.60 8.50 8.75 8.25,8.25 8.25 7.75 8.50,,8.50 9.00,8.43,
Judges Total Program Component Score (factored),,,,66.17,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Meagan DUHAMEL / Eric RADFORD CAN  7,124.82  62.37,,62.45,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw2  5.40  0.90 1 0 1,1 1 2 2,,2 1,6.30,
2 3Lz  6.00 -0.50 -1 -1 0,-1 -1 -1 -1,,0 0,5.50,
3 5RLi3  6.50  0.50 0 0 1,0 1 2 1,,1 1,7.00,
4 BoDs4  4.50  0.70 1 1 1,1 1 2 1,,-1 1,5.20,
5 PCoSp4  4.50  0.64 1 1 2,1 1 2 2,,1 1,5.14,
6 3S+SEQ  3.70 x -1.90 -3 -2 -3,-3 -2 -3 -3,,-3 -2,1.80,
7 5ALi4  7.15 x  0.80 1 1 1,2 0 1 2,,1 1,7.95,
8 3LoTh  5.50 x -0.30 1 -1 -1,-1 1 0 0,,-1 -1,5.20,
9 3LzTh  6.05 x  0.50 0 -1 0,2 1 2 2,,0 0,6.55,
10 4Li4  4.40 x  0.29 0 -1 0,2 0 1 2,,0 1,4.69,
11 ChSq1  2.00  0.90 0 2 1,2 1 1 2,,1 1,2.90,
12 FCCoSp4  3.50  0.64 1 1 1,2 1 2 2,,1 1,4.14,
59.20,,,,62.37,
Program Components Factor,,,,,
Skating Skills  1.60 7.50 7.75 8.25,8.00 7.75 8.50 8.00,,8.00 7.75,7.93,
