ISU GP Trophee Eric Bompard 2013,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Qing PANG / Jian TONG CHN  6,67.69  36.46,,32.23,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.10 -2.10 -3 -3 -3,-3 -2 -3 -3,,-3 -3,2.00,
2 3Tw2  5.40  0.30 -1 1 1,0 0 1 1,,1 -1,5.70,
3 3LoTh  5.00  1.60 2 2 2,2 3 2 3,,3 2,6.60,
4 BiDs4  3.50  0.70 1 1 1,1 1 1 1,,1 0,4.20,
Info,,,Info,,Info
5 5RLi4  7.00  0.70 1 1 0,1 1 2 1,,1 1,7.70,
6 StSq4  3.90  1.00 2 1 1,2 1 1 2,,2 1,4.90,
7 PCoSp4  4.50  0.86 2 1 2,1 2 2 2,,2 1,5.36,
33.40,,,,36.46,
Program Components Factor,,,,,
Skating Skills  0.80 8.75 8.25 7.75,8.25 6.75 7.75 8.25,,9.00 8.00,8.14,
Transition / Linking Footwork  0.80 8.25 8.00 7.50,7.75 6.50 7.50 8.25,,8.50 7.75,7.86,
Performance / Execution  0.80 8.50 8.00 7.50,8.25 6.75 8.00 7.75,,8.75 7.75,7.96,
Choreography / Composition  0.80 8.50 8.25 7.50,8.00 6.50 7.75 8.50,,8.75 8.25,8.11,
Interpretation  0.80 8.75 8.25 8.00,8.25 6.75 7.50 8.25,,8.75 8.50,8.21,
Judges Total Program Component Score (factored),,,,32.23,
Deductions: Falls: -1.00,,,,-1.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Meagan DUHAMEL / Eric RADFORD CAN  8,66.07  35.24,,31.83,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw2  5.40 -0.40 0 1 -1,-2 -2 1 1,,-1 -2,5.00,
2 3Lz< <  4.20 -2.10 -3 -3 -3,-3 -3 -3 -3,,-3 -3,2.10,
3 5ALi4  6.50  0.90 1 2 1,1 2 1 2,,1 1,7.40,
4 PCoSp4  4.50  0.64 1 1 1,2 2 1 2,,1 1,5.14,
5 3LzTh  5.50  0.80 1 2 1,1 1 1 2,,1 1,6.30,
6 StSq4  3.90  0.90 1 2 1,1 2 1 2,,1 1,4.80,
7 BiDs4  3.50  1.00 0 2 1,0 2 2 2,,1 2,4.50,
33.50,,,,35.24,
Program Components Factor,,,,,
Skating Skills  0.80 6.75 8.00 8.00,8.00 8.75 7.75 8.25,,7.25 8.00,7.89,
Transition / Linking Footwork  0.80 7.00 8.25 7.75,8.00 8.75 8.25 8.50,,7.50 8.25,8.07,
Performance / Execution  0.80 7.25 8.00 7.50,7.75 8.25 8.00 8.25,,7.00 7.75,7.79,
Choreography / Composition  0.80 7.00 8.50 7.50,8.25 8.50 7.75 8.75,,7.75 8.00,8.04,
Interpretation  0.80 7.00 8.25 7.50,8.25 8.25 8.00 8.25,,7.50 8.25,8.00,
Judges Total Program Component Score (factored),,,,31.83,
Deductions: Falls: -1.00,,,,-1.00,
"<  Under-rotated jump",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Vera BAZAROVA / Yuri LARIONOV RUS  7,65.67  35.70,,30.97,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T< <  2.90 -2.10 -3 -3 -3,-3 -3 -3 -3,,-3 -3,0.80,
