Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evgenia MEDVEDEVA,RUS,215.45,1,72.55,1,142.9,2016-01-31,ec2016
2,Elena RADIONOVA,RUS,209.99,2,70.96,2,139.03,2016-01-31,ec2016
3,Anna POGORILAYA,RUS,187.05,3,63.81,3,123.24,2016-01-31,ec2016
4,Angelina KUCHVALSKA,LAT,176.99,5,58.99,4,118.0,2016-01-31,ec2016
5,Roberta RODEGHIERO,ITA,170.76,4,61.01,5,109.75,2016-01-31,ec2016
6,Mae Berenice MEITE,FRA,161.23,8,57.35,6,103.88,2016-01-31,ec2016
7,Nathalie WEINZIERL,GER,160.64,7,57.36,7,103.28,2016-01-31,ec2016
8,Viveca LINDFORS,FIN,155.49,11,53.92,8,101.57,2016-01-31,ec2016
9,Joshi HELGESSON,SWE,153.29,6,58.13,11,95.16,2016-01-31,ec2016
10,Laurine LECAVELIER,FRA,152.34,13,52.84,9,99.5,2016-01-31,ec2016
11,Ivett TOTH,HUN,150.65,10,55.54,12,95.11,2016-01-31,ec2016
12,Nicole RAJICOVA,SVK,146.1,9,57.24,18,88.86,2016-01-31,ec2016
13,Matilda ALGOTSSON,SWE,145.32,18,47.97,10,97.35,2016-01-31,ec2016
14,Giada RUSSO,ITA,143.4,12,53.52,16,89.88,2016-01-31,ec2016
15,Anastasia GALUSTYAN,ARM,143.05,16,48.93,13,94.12,2016-01-31,ec2016
16,Aleksandra GOLOVKINA,LTU,139.83,15,49.3,15,90.53,2016-01-31,ec2016
17,Anne Line GJERSEM,NOR,139.48,14,49.8,17,89.68,2016-01-31,ec2016
18,Fleur MAXWELL,LUX,137.76,22,46.55,14,91.21,2016-01-31,ec2016
19,Helery HÄLVIN,EST,135.02,20,47.49,19,87.53,2016-01-31,ec2016
20,Niki WORIES,NED,131.87,21,46.82,20,85.05,2016-01-31,ec2016
21,Anna KHNYCHENKOVA,UKR,128.8,19,47.9,22,80.9,2016-01-31,ec2016
22,Kerstin FRANK,AUT,128.08,24,44.85,21,83.23,2016-01-31,ec2016
23,Eliska BREZINOVA,CZE,121.26,17,48.21,23,73.05,2016-01-31,ec2016
24,Isabelle OLSSON,SWE,117.5,23,45.11,24,72.39,2016-01-31,ec2016
25,Lutricia BOCK,GER,43.77,25,43.77,DNQ,DNQ,2016-01-31,ec2016
26,Dasa GRM,SLO,43.36,26,43.36,DNQ,DNQ,2016-01-31,ec2016
27,Julia SAUTER,ROU,41.79,27,41.79,DNQ,DNQ,2016-01-31,ec2016
28,Tanja ODERMATT,SUI,41.44,28,41.44,DNQ,DNQ,2016-01-31,ec2016
29,Danielle HARRISON,GBR,40.68,29,40.68,DNQ,DNQ,2016-01-31,ec2016
30,Charlotte VANDERSARREN,BEL,39.93,30,39.93,DNQ,DNQ,2016-01-31,ec2016
31,Aimee BUCHANAN,ISR,39.79,31,39.79,DNQ,DNQ,2016-01-31,ec2016
32,Birce ATABEY,TUR,37.55,32,37.55,DNQ,DNQ,2016-01-31,ec2016
33,Sonia LAFUENTE,ESP,37.12,33,37.12,DNQ,DNQ,2016-01-31,ec2016
34,Pernille SORENSEN,DEN,34.81,34,34.81,DNQ,DNQ,2016-01-31,ec2016
35,Daniela STOEVA,BUL,33.82,35,33.82,DNQ,DNQ,2016-01-31,ec2016
36,Janina MAKEENKA,BLR,27.62,36,27.62,DNQ,DNQ,2016-01-31,ec2016
