Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,182.71,2,70.74,1,111.97,2016-01-31,ec2016
2,Anna CAPPELLINI / Luca LANOTTE,ITA,178.01,1,72.31,3,105.7,2016-01-31,ec2016
3,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,176.5,3,68.71,2,107.79,2016-01-31,ec2016
4,Victoria SINITSINA / Nikita KATSALAPOV,RUS,172.65,4,68.33,4,104.32,2016-01-31,ec2016
5,Alexandra STEPANOVA / Ivan BUKIN,RUS,165.55,5,66.65,5,98.9,2016-01-31,ec2016
6,Penny COOMES / Nicholas BUCKLAND,GBR,162.75,8,64.26,6,98.49,2016-01-31,ec2016
7,Charlene GUIGNARD / Marco FABBRI,ITA,162.58,6,64.87,7,97.71,2016-01-31,ec2016
8,Federica TESTA / Lukas CSOLLEY,SVK,158.05,9,62.24,8,95.81,2016-01-31,ec2016
9,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,152.79,10,62.19,9,90.6,2016-01-31,ec2016
10,Isabella TOBIAS / Ilia TKACHENKO,ISR,151.67,7,64.46,12,87.21,2016-01-31,ec2016
11,Natalia KALISZEK / Maksim SPODIREV,POL,147.07,11,59.57,11,87.5,2016-01-31,ec2016
12,Alisa AGAFONOVA / Alper UCAR,TUR,145.23,12,56.33,10,88.9,2016-01-31,ec2016
13,Cortney MANSOUR / Michal CESKA,CZE,141.36,14,54.97,13,86.39,2016-01-31,ec2016
14,Kavita LORENZ / Panagiotis POLIZOAKIS,GER,137.99,13,55.06,15,82.93,2016-01-31,ec2016
15,Cecilia TÖRN / Jussiville PARTANEN,FIN,134.1,18,51.14,14,82.96,2016-01-31,ec2016
16,Viktoria KAVALIOVA / Yurii BIELIAIEV,BLR,133.71,17,52.25,16,81.46,2016-01-31,ec2016
17,Barbora SILNA / Juri KURAKIN,AUT,129.87,15,54.56,17,75.31,2016-01-31,ec2016
18,Tina GARABEDIAN / Simon PROULX-SENECAL,ARM,125.19,20,50.17,18,75.02,2016-01-31,ec2016
19,Celia ROBLEDO / Luis FENERO,ESP,122.81,19,50.19,19,72.62,2016-01-31,ec2016
20,Lorenza ALESSANDRINI / Pierre SOUQUET,FRA,121.43,16,54.37,20,67.06,2016-01-31,ec2016
21,Misato KOMATSUBARA / Andrea FABBRI,ITA,49.56,21,49.56,DNQ,DNQ,2016-01-31,ec2016
22,Olga JAKUSHINA / Andrey NEVSKIY,LAT,49.49,22,49.49,DNQ,DNQ,2016-01-31,ec2016
23,Katharina MÜLLER / Tim  DIECK,GER,48.75,23,48.75,DNQ,DNQ,2016-01-31,ec2016
24,Peroline OJARDIAS / Michael BRAMANTE,FRA,48.36,24,48.36,DNQ,DNQ,2016-01-31,ec2016
25,Taylor TRAN / Saulius AMBRULEVICIUS,LTU,45.09,25,45.09,DNQ,DNQ,2016-01-31,ec2016
26,Valeria GAISTRUK / Alexei OLEJNIK,UKR,44.44,26,44.44,DNQ,DNQ,2016-01-31,ec2016
27,Carolina MOSCHENI / Balazs MAJOR,HUN,42.87,27,42.87,DNQ,DNQ,2016-01-31,ec2016
28,Katarina PAICE / Yuri EREMENKO,SUI,36.23,28,36.23,DNQ,DNQ,2016-01-31,ec2016
