Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Miki ANDO,JPN,195.09,2,67.98,2,127.11,2007-03-25,wc2007
2,Mao ASADA,JPN,194.45,5,61.32,1,133.13,2007-03-25,wc2007
3,Yu-Na KIM,KOR,186.14,1,71.95,4,114.19,2007-03-25,wc2007
4,Kimmie MEISSNER,USA,180.23,4,64.67,3,115.56,2007-03-25,wc2007
5,Carolina KOSTNER,ITA,168.92,3,67.15,9,101.77,2007-03-25,wc2007
6,Yukari NAKANO,JPN,168.92,7,60.62,6,108.3,2007-03-25,wc2007
7,Sarah MEIER,SUI,160.8,9,58.52,8,102.28,2007-03-25,wc2007
8,Susanna POYKIO,FIN,160.12,10,57.16,7,102.96,2007-03-25,wc2007
9,Emily HUGHES,USA,159.06,6,60.88,13,98.18,2007-03-25,wc2007
10,Joannie ROCHETTE,CAN,158.98,16,49.85,5,109.13,2007-03-25,wc2007
11,Valentina MARCHEI,ITA,153.6,14,51.88,10,101.72,2007-03-25,wc2007
12,Julia SEBESTYEN,HUN,153.5,8,59.98,15,93.52,2007-03-25,wc2007
13,Elena SOKOLOVA,RUS,149.77,11,55.83,14,93.94,2007-03-25,wc2007
14,Kiira KORPI,FIN,149.47,17,49.63,11,99.84,2007-03-25,wc2007
15,Alissa CZISNY,USA,147.74,18,49.43,12,98.31,2007-03-25,wc2007
16,Arina MARTINOVA,RUS,145.28,12,54.69,16,90.59,2007-03-25,wc2007
17,Elene GEDEVANISHVILI,GEO,144.4,13,53.97,17,90.43,2007-03-25,wc2007
18,Elena GLEBOVA,EST,131.18,22,46.1,18,85.08,2007-03-25,wc2007
19,Anastasia GIMAZETDINOVA,UZB,130.44,15,49.99,20,80.45,2007-03-25,wc2007
20,Joanne CARTER,AUS,127.17,19,48.46,21,78.71,2007-03-25,wc2007
21,Idora HEGEL,CRO,125.66,24,44.91,19,80.75,2007-03-25,wc2007
22,Yan LIU,CHN,123.22,21,46.59,23,76.63,2007-03-25,wc2007
23,Tamar KATZ,ISR,122.51,23,45.66,22,76.85,2007-03-25,wc2007
24,Mira LEUNG,CAN,120.74,20,47.05,24,73.69,2007-03-25,wc2007
25,Kathrin FREUDELSPERGER,AUT,42.24,25,42.24,DNQ,DNQ,2007-03-25,wc2007
26,Lina JOHANSSON,SWE,41.87,26,41.87,DNQ,DNQ,2007-03-25,wc2007
27,Tugba KARADEMIR,TUR,41.79,27,41.79,DNQ,DNQ,2007-03-25,wc2007
28,Irina MOVCHAN,UKR,40.76,28,40.76,DNQ,DNQ,2007-03-25,wc2007
29,Kristin WIECZOREK,GER,40.35,29,40.35,DNQ,DNQ,2007-03-25,wc2007
30,Roxana LUCA,ROU,39.65,30,39.65,DNQ,DNQ,2007-03-25,wc2007
31,Anna JURKIEWICZ,POL,36.39,31,36.39,DNQ,DNQ,2007-03-25,wc2007
32,Hristina VASSILEVA,BUL,36.22,32,36.22,DNQ,DNQ,2007-03-25,wc2007
33,Radka BARTOVA,SVK,36.17,33,36.17,DNQ,DNQ,2007-03-25,wc2007
34,Isabelle PIEMAN,BEL,35.12,34,35.12,DNQ,DNQ,2007-03-25,wc2007
35,Ivana HUDZIECOVA,CZE,33.86,35,33.86,DNQ,DNQ,2007-03-25,wc2007
36,Teodora POSTIC,SLO,33.77,36,33.77,DNQ,DNQ,2007-03-25,wc2007
37,Merovee EPHREM,MON,33.01,37,33.01,DNQ,DNQ,2007-03-25,wc2007
38,Maria-Elena PAPASOTIRIOU,GRE,32.9,38,32.9,DNQ,DNQ,2007-03-25,wc2007
39,Julia TEPLIH,LAT,31.19,39,31.19,DNQ,DNQ,2007-03-25,wc2007
40,Charissa TANSOMBOON,THA,30.46,40,30.46,DNQ,DNQ,2007-03-25,wc2007
41,Jocelyn HO,TPE,30.41,41,30.41,DNQ,DNQ,2007-03-25,wc2007
42,Ana Cecilia CANTU,MEX,30.28,42,30.28,DNQ,DNQ,2007-03-25,wc2007
43,Ksenia JASTSENJSKI,SRB,27.56,43,27.56,DNQ,DNQ,2007-03-25,wc2007
44,Ami PAREKH,IND,26.82,44,26.82,DNQ,DNQ,2007-03-25,wc2007
45,Kristine Y. LEE,HKG,23.57,45,23.57,DNQ,DNQ,2007-03-25,wc2007
