Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Xue SHEN / Hongbo ZHAO,CHN,203.5,1,71.07,1,132.43,2007-03-25,wc2007
2,Qing PANG / Jian TONG,CHN,188.46,3,66.75,2,121.71,2007-03-25,wc2007
3,Aliona SAVCHENKO / Robin SZOLKOWY,GER,187.39,2,67.65,3,119.74,2007-03-25,wc2007
4,Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,173.62,8,57.62,5,116,2007-03-25,wc2007
5,Dan ZHANG / Hao ZHANG,CHN,173.39,10,57.0,4,116.39,2007-03-25,wc2007
6,Valerie MARCOUX / Craig BUNTIN,CAN,167.25,5,60.73,6,106.52,2007-03-25,wc2007
7,Jessica DUBE / Bryce DAVISON,CAN,164.59,7,58.94,7,105.65,2007-03-25,wc2007
8,Rena INOUE / John BALDWIN,USA,163.97,6,59.5,8,104.47,2007-03-25,wc2007
9,Yuko KAWAGUCHI / Alexander SMIRNOV,RUS,163.62,4,62.07,10,101.55,2007-03-25,wc2007
10,Anabelle LANGLOIS / Cody HAY,CAN,160.01,13,55.96,9,104.05,2007-03-25,wc2007
11,Maria MUKHORTOVA / Maxim TRANKOV,RUS,150.43,12,56.14,11,94.29,2007-03-25,wc2007
12,Brooke CASTILE / Benjamin OKOLSKI,USA,139.0,14,54.51,13,84.49,2007-03-25,wc2007
13,Dominika PIATKOWSKA / Dmitri KHROMIN,POL,138.98,15,50.18,12,88.8,2007-03-25,wc2007
14,Marylin PLA / Yannick BONHEUR,FRA,131.31,16,48.6,16,82.71,2007-03-25,wc2007
15,Angelika PYLKINA / Niklas HOGNER,SWE,130.75,17,47.36,15,83.39,2007-03-25,wc2007
16,Laura MAGITTERI / Ondrej HOTAREK,ITA,130.18,18,46.59,14,83.59,2007-03-25,wc2007
17,Stacey KEMP / David KING,GBR,126.95,19,44.96,17,81.99,2007-03-25,wc2007
18,Mari VARTMANN / Florian JUST,GER,116.81,20,43.2,18,73.61,2007-03-25,wc2007
WD,Dorota SIUDEK / Mariusz SIUDEK,POL,57.23,9,57.23,WD,WD,2007-03-25,wc2007
WD,Maria PETROVA / Alexei TIKHONOV,RUS,56.36,11,56.36,WD,WD,2007-03-25,wc2007
21,Marina AGANINA / Artem KNYAZEV,UZB,40.6,21,40.6,DNQ,DNQ,2007-03-25,wc2007
22,Diana RENNIK / Aleksei SAKS,EST,40.04,22,40.04,DNQ,DNQ,2007-03-25,wc2007
