Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Brian JOUBERT,FRA,240.85,1,83.64,3,157.21,2007-03-25,wc2007
2,Daisuke TAKAHASHI,JPN,237.95,3,74.51,1,163.44,2007-03-25,wc2007
3,Stephane LAMBIEL,SUI,233.35,6,72.7,2,160.65,2007-03-25,wc2007
4,Tomas VERNER,CZE,226.25,9,70.45,4,155.8,2007-03-25,wc2007
5,Evan LYSACEK,USA,222.18,5,73.49,5,148.69,2007-03-25,wc2007
6,Jeffrey BUTTLE,CAN,214.96,2,79.9,8,135.06,2007-03-25,wc2007
7,Nobunari ODA,JPN,209.94,14,67.17,6,142.77,2007-03-25,wc2007
8,Johnny WEIR,USA,206.97,4,74.26,10,132.71,2007-03-25,wc2007
9,Kristoffer BERNTSSON,SWE,206.29,15,66.09,7,140.2,2007-03-25,wc2007
10,Sergei DAVYDOV,BLR,203.05,8,70.72,12,132.33,2007-03-25,wc2007
11,Alban PREAUBERT,FRA,202.6,10,70.06,11,132.54,2007-03-25,wc2007
12,Stefan LINDEMANN,GER,198.78,16,65.4,9,133.38,2007-03-25,wc2007
13,Christopher MABEE,CAN,195.38,7,71.33,14,124.05,2007-03-25,wc2007
14,Yannick PONSERO,FRA,192.63,12,68.76,15,123.87,2007-03-25,wc2007
15,Ryan BRADLEY,USA,188.9,19,62.88,13,126.02,2007-03-25,wc2007
16,Emanuel SANDHU,CAN,188.59,11,69.42,16,119.17,2007-03-25,wc2007
17,Karel ZELENKA,ITA,180.1,17,63.81,17,116.29,2007-03-25,wc2007
18,Jamal OTHMAN,SUI,178.39,18,63.71,20,114.68,2007-03-25,wc2007
19,Sergei VORONOV,RUS,176.57,22,60.5,19,116.07,2007-03-25,wc2007
20,Andrei LUTAI,RUS,175.46,24,59.37,18,116.09,2007-03-25,wc2007
21,Igor MACYPURA,SVK,174.94,21,61.25,22,113.69,2007-03-25,wc2007
22,Gregor URBAS,SLO,174.39,23,59.93,21,114.46,2007-03-25,wc2007
23,Jialiang WU,CHN,170.1,13,67.7,24,102.4,2007-03-25,wc2007
24,Anton KOVALEVSKI,UKR,169.27,20,61.61,23,107.66,2007-03-25,wc2007
25,Ari-Pekka NURMENKARI,FIN,55.79,25,55.79,DNQ,DNQ,2007-03-25,wc2007
26,Ming XU,CHN,54.8,26,54.8,DNQ,DNQ,2007-03-25,wc2007
27,Alper UCAR,TUR,50.09,27,50.09,DNQ,DNQ,2007-03-25,wc2007
28,Sean CARLOW,AUS,49.73,28,49.73,DNQ,DNQ,2007-03-25,wc2007
29,Christian RAUCHBAUER,AUT,49.19,29,49.19,DNQ,DNQ,2007-03-25,wc2007
30,Trifun ZIVANOVIC,SRB,48.45,30,48.45,DNQ,DNQ,2007-03-25,wc2007
31,Naiden BORICHEV,BUL,46.69,31,46.69,DNQ,DNQ,2007-03-25,wc2007
32,Sergei KOTOV,ISR,43.99,32,43.99,DNQ,DNQ,2007-03-25,wc2007
33,Przemyslaw DOMANSKI,POL,42.51,33,42.51,DNQ,DNQ,2007-03-25,wc2007
34,Dong-Whun LEE,KOR,42.0,34,42.0,DNQ,DNQ,2007-03-25,wc2007
35,Javier FERNANDEZ,ESP,41.57,35,41.57,DNQ,DNQ,2007-03-25,wc2007
36,Luis HERNANDEZ,MEX,40.33,36,40.33,DNQ,DNQ,2007-03-25,wc2007
37,Justin PIETERSEN,RSA,39.73,37,39.73,DNQ,DNQ,2007-03-25,wc2007
38,Boris MARTINEC,CRO,37.09,38,37.09,DNQ,DNQ,2007-03-25,wc2007
39,Zeus ISSARIOTIS,GRE,37.03,39,37.03,DNQ,DNQ,2007-03-25,wc2007
40,Edward Ka-Yin CHOW,HKG,34.63,40,34.63,DNQ,DNQ,2007-03-25,wc2007
41,Zoltan KELEMEN,ROU,33.71,41,33.71,DNQ,DNQ,2007-03-25,wc2007
42,Joel WATSON,NZL,30.09,42,30.09,DNQ,DNQ,2007-03-25,wc2007
