ISU GP Audi Cup of China 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+3T  14.60  0.40 0 0 -1 -1 1,,1 1,1 1,15.00,
2 3A  8.50 -2.00 -2 -2 -2 -2 -2,,-2 -2,-2 0,6.50,
3 FSSp4  3.00  1.00 3 2 2 2 2,,2 2,2 1,4.00,
4 StSq3  3.30  1.21 3 2 2 3 3,,2 3,2 2,4.51,
5 2Lz* *  0.00 x  0.00 - - - - -,,- -,- -,0.00,
6 CCSp4  3.20  1.00 2 2 2 2 2,,2 2,2 1,4.20,
7 CCoSp4  3.50  1.21 3 2 1 3 2,,3 3,2 2,4.71,
36.10,,,,38.92,
Program Components Factor,,,,,
Skating Skills  1.00  9.00  9.50  9.25  9.25  9.00,,8.75  9.00,9.00  9.00,9.07,
Transitions  1.00  9.00  9.00  9.00  9.50  8.75,,9.00  8.75,8.75  8.75,8.89,
Performance  1.00  8.25  8.00  8.75  8.75  8.50,,8.75  8.50,8.50  9.00,8.57,
Composition  1.00  8.75  9.00  9.00  9.25  9.00,,9.00  8.75,8.75  8.75,8.89,
Interpretation of the Music  1.00  8.50  9.00  9.25  9.50  9.25,,9.25  9.00,8.75  9.00,9.07,
Judges Total Program Component Score (factored),,,,44.49,
Deductions,,,,0.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
4 Sergei VORONOV RUS  3  82.93,,44.36,38.57,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T+3T  14.60  1.00 0 1 1 1 1,,1 1,1 1,15.60,
2 FCSp3  2.80  0.50 1 1 1 1 1,,1 1,1 1,3.30,
3 StSq3  3.30  0.64 1 1 1 2 2,,1 1,2 1,3.94,
4 3A  9.35 x  1.29 1 2 1 2 1,,2 1,1 1,10.64,
5 3Lo  5.61 x -1.40 -3 -2 -2 -2 -2,,-2 -2,-2 -2,4.21,
6 CCoSp3  3.00  0.57 1 1 1 1 1,,1 2,2 1,3.57,
7 CSSp3  2.60  0.50 1 1 1 0 1,,1 1,1 2,3.10,
41.26,,,,44.36,
Program Components Factor,,,,,
Skating Skills  1.00  7.50  8.00  7.75  8.25  7.75,,8.00  7.25,8.00  8.75,7.89,
Transitions  1.00  6.75  7.75  7.25  7.75  7.25,,7.25  6.75,7.75  8.50,7.39,
Performance  1.00  7.50  8.00  7.75  8.00  7.50,,7.75  7.00,8.00  8.75,7.79,
Composition  1.00  7.25  8.00  7.50  8.25  7.50,,7.25  7.25,8.00  8.75,7.68,
Interpretation of the Music  1.00  7.25  8.25  7.50  8.25  7.75,,7.50  6.75,8.25  8.75,7.82,
Judges Total Program Component Score (factored),,,,38.57,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Audi Cup of China 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
5 Max AARON USA  9  81.67,,43.90,37.77,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 JI7n fo,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4S+3T  14.80  0.09 -1 1 0 -1 1,,1 0,1 -1,14.89,
2 3A  8.50  1.71 2 2 1 1 2,,2 2,2 1,10.21,
3 CCSp2  2.30  0.50 1 1 1 1 1,,1 2,1 0,2.80,
4 3Lz  6.60 x -1.00 -1 -2 -2 -2 -1,,-1 -2,-1 -1,5.60,
5 FSSp3  2.60  0.00 0 0 0 0 0,,0 0,1 0,2.60,
6 StSq3  3.30  0.50 1 1 1 1 1,,1 1,1 0,3.80,
7 CCoSp4  3.50  0.50 1 1 1 1 1,,1 2,1 1,4.00,
41.60,,,,43.90,
Program Components Factor,,,,,
Skating Skills  1.00  7.75  7.50  7.25  7.50  7.25,,8.25  8.00,8.00  7.50,7.64,
Transitions  1.00  7.50  7.00  6.75  7.25  7.00,,7.75  7.50,7.75  7.25,7.32,
Performance  1.00  7.75  7.75  7.00  7.50  7.50,,8.00  7.75,8.25  7.75,7.71,
Composition  1.00  7.25  7.25  7.00  7.50  7.25,,7.75  8.00,8.00  7.25,7.46,
Interpretation of the Music  1.00  7.25  7.50  6.75  7.75  7.50,,8.00  8.25,8.00  7.50,7.64,
Judges Total Program Component Score (factored),,,,37.77,
Deductions,,,,0.00,
Costume/Prop violation: (2 of 10),,,,,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
6 Ross MINER USA  2  76.73,,38.74,37.99,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3F !  5.30  0.40 1 0 -1 1 0,,1 1,0 1,5.70,
2 3A  8.50  0.71 -1 1 1 0 0,,2 1,1 1,9.21,
3 StSq4  3.90  0.90 1 2 1 1 1,,2 2,1 1,4.80,
4 CCSp3  2.80  0.36 1 1 0 0 -1,,1 1,1 1,3.16,
5 3Lz+2T  8.03 x  0.20 0 0 0 1 0,,1 1,0 0,8.23,
6 FSSp4  3.00  0.57 2 2 1 1 1,,1 1,1 1,3.57,
7 CCoSp4  3.50  0.57 1 1 1 1 2,,2 1,1 1,4.07,
35.03,,,,38.74,
Program Components Factor,,,,,
Skating Skills  1.00  8.00  7.75  7.50  8.00  7.25,,7.75  7.50,7.50  8.00,7.71,
Transitions  1.00  7.75  7.50  7.25  7.75  7.00,,7.50  7.50,7.00  7.75,7.46,
Performance  1.00  7.75  7.25  7.00  8.00  7.50,,7.75  7.50,7.50  8.00,7.61,
Composition  1.00  8.25  7.50  7.50  7.75  7.50,,7.75  7.75,7.50  7.75,7.64,
Interpretation of the Music  1.00  7.50  7.75  7.25  7.75  7.25,,8.00  7.50,7.25  8.00,7.57,
Judges Total Program Component Score (factored),,,,37.99,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
ISU GP Audi Cup of China 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
7 Michal BREZINA CZE  10  75.86,,36.53,39.33,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A  8.50  1.86 2 2 2 2 1,,2 2,2 1,10.36,
2 3F+COMBO+2T* *  5.30 -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,3.20,
3 CCSp3  2.80  0.36 1 1 1 0 1,,0 2,1 0,3.16,
4 3Lz  6.60 x  0.90 2 0 1 1 1,,2 1,2 1,7.50,
5 StSq4  3.90  1.10 2 2 1 2 1,,1 2,2 1,5.00,
6 FSSp3  2.60  0.50 1 1 1 1 1,,1 1,1 1,3.10,
7 CCoSp4  3.50  0.71 2 1 1 1 2,,1 2,2 1,4.21,
33.20,,,,36.53,
Program Components Factor,,,,,
Skating Skills  1.00  8.50  8.00  7.25  7.75  7.75,,7.50  8.00,8.00  8.00,7.86,
Transitions  1.00  8.50  7.50  7.00  7.75  7.25,,7.75  7.75,7.75  8.00,7.68,
Performance  1.00  8.25  7.50  7.00  7.75  7.50,,8.00  8.00,8.25  8.25,7.89,
Composition  1.00  8.75  7.75  7.50  8.00  7.75,,7.50  8.00,8.00  8.00,7.86,
Interpretation of the Music  1.00  8.75  7.75  7.50  8.00  8.00,,7.75  8.25,8.25  8.25,8.04,
Judges Total Program Component Score (factored),,,,39.33,
Deductions,,,,0.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
8 Han YAN CHN  6  75.04,,35.87,39.17,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T  10.30  1.43 1 0 3 2 2,,2 -1,1 2,11.73,
2 CSSp4  3.00  0.71 2 2 1 1 2,,2 1,1 1,3.71,
3 FCSp3  2.80  0.36 1 1 0 0 1,,1 0,1 1,3.16,
4 3A  9.35 x -1.29 -1 -1 -2 -2 -2,,-2 -1,0 0,8.06,
5 1Lz<<*+COMBO *  0.00 x  0.00 - - - - -,,- -,- -,0.00,
6 StSq4  3.90  1.10 1 2 2 2 1,,2 0,2 1,5.00,
7 CCoSp4  3.50  0.71 2 1 1 1 2,,2 1,1 2,4.21,
32.85,,,,35.87,
Program Components Factor,,,,,
Skating Skills  1.00  8.50  8.25  8.00  8.25  7.75,,8.00  7.50,7.75  8.75,8.07,
Transitions  1.00  7.75  8.00  7.50  8.00  7.25,,7.50  7.25,7.50  8.50,7.64,
Performance  1.00  8.00  7.75  7.50  7.75  7.50,,7.50  7.00,7.75  8.75,7.68,
Composition  1.00  8.50  8.00  7.75  8.00  7.50,,7.25  7.25,7.75  8.75,7.82,
Interpretation of the Music  1.00  8.25  8.25  7.75  8.25  7.75,,7.50  7.50,8.00  9.00,7.96,
Judges Total Program Component Score (factored),,,,39.17,
Deductions,,,,0.00,
"<<  Downgraded jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Audi Cup of China 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
9 Alexander PETROV RUS  8  74.21,,37.35,36.86,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A  8.50  1.43 1 2 1 1 1,,2 2,2 0,9.93,
2 3Lz+2T  7.30  0.40 0 1 0 1 1,,0 1,2 0,7.70,
3 FCSp3  2.80  0.50 1 1 1 2 0,,1 2,1 0,3.30,
4 3F !  5.83 x -0.30 1 0 -1 0 -1,,0 0,-1 -1,5.53,
5 CSSp3  2.60  0.36 1 0 1 1 1,,1 1,0 0,2.96,
6 StSq4  3.90  1.10 2 1 1 2 2,,2 1,2 1,5.00,
7 CCoSp3V  2.50  0.43 0 1 1 1 1,,1 1,1 0,2.93,
33.43,,,,37.35,
Program Components Factor,,,,,
Skating Skills  1.00  7.50  7.50  6.75  7.50  7.25,,7.50  7.25,7.25  7.50,7.39,
Transitions  1.00  7.50  7.00  6.50  7.25  7.00,,7.75  6.75,7.25  7.00,7.11,
Performance  1.00  7.25  7.50  6.75  7.50  7.50,,7.75  7.00,7.75  7.50,7.43,
Composition  1.00  8.00  7.25  6.50  7.75  7.50,,7.75  7.25,7.75  7.25,7.50,
Interpretation of the Music  1.00  7.50  7.50  6.50  7.75  7.25,,8.00  6.75,7.75  7.50,7.43,
Judges Total Program Component Score (factored),,,,36.86,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
10 Maxim KOVTUN RUS  4  70.10,,32.73,37.37,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4S  10.50 -0.71 -1 -1 -2 -1 1,,0 -1,-1 1,9.79,
2 2T<<+COMBO <<  0.40 -0.30 -3 -3 -3 -3 -3,,-3 -3,-3 -3,0.10,
3 FCSp3  2.80  0.07 -1 0 0 0 1,,0 0,1 0,2.87,
4 3A  9.35 x  1.29 0 2 1 2 2,,2 1,1 0,10.64,
5 CCoSp2V  2.00  0.50 0 1 1 2 1,,1 1,1 1,2.50,
6 StSq3  3.30  0.57 0 1 1 2 2,,1 1,1 1,3.87,
7 CSSp3  2.60  0.36 0 1 1 1 1,,1 0,1 0,2.96,
30.95,,,,32.73,
Program Components Factor,,,,,
Skating Skills  1.00  7.00  8.00  7.75  8.25  7.75,,7.25  7.00,8.00  7.50,7.61,
Transitions  1.00  7.75  7.50  7.25  8.00  7.25,,6.75  7.25,7.50  7.50,7.43,
Performance  1.00  6.75  7.50  7.00  8.00  7.50,,6.50  6.50,7.75  7.75,7.25,
Composition  1.00  7.25  8.00  7.25  8.25  7.75,,7.00  7.00,8.00  7.50,7.54,
Interpretation of the Music  1.00  7.00  8.00  7.25  8.25  7.50,,7.25  7.25,7.75  7.75,7.54,
Judges Total Program Component Score (factored),,,,37.37,
Deductions,,,,0.00,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
printed: 18.11.2016 20:24:38,,,,,
