ISU GP Audi Cup of China 2016,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Xiaoyu YU / Hao ZHANG CHN  7  131.27,,66.05,66.22,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,InJf6o J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw4  6.60  2.00 3 3 2 3 3,,3 2,3 3,8.60,
2 3T+COMBO  4.30 -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,2.20,
3 2A  3.30  0.50 1 0 2 2 0,,1 1,1 1,3.80,
4 ChSq1  2.00  1.00 1 2 1 1 1,,2 2,1 2,3.00,
5 3LoTh  5.00  0.40 0 1 0 0 1,,2 0,1 1,5.40,
6 BoDs4  4.50  1.40 2 1 2 2 2,,2 2,2 2,5.90,
7 5RLi4  7.50  1.30 2 2 1 2 2,,2 2,2 1,8.80,
8 3Li4  4.50  1.00 2 2 2 1 2,,2 2,2 2,5.50,
9 3STh  4.50  2.10 3 3 2 3 3,,3 3,3 3,6.60,
10 FCCoSp4  3.50 -0.06 -1 -1 0 -1 0,,1 -1,1 0,3.44,
11 5ALi4  7.50  0.60 0 1 1 -1 1,,2 1,1 1,8.10,
12 PCoSp4  4.50  0.21 1 0 0 0 1,,1 1,0 0,4.71,
57.70,,,,66.05,
Program Components Factor,,,,,
Skating Skills  1.60  7.75  8.25  8.00  8.50  8.75,,8.50  8.00,8.75  8.50,8.36,
Transitions  1.60  7.50  8.25  7.50  8.25  8.75,,8.25  7.75,8.25  8.00,8.04,
Performance  1.60  7.50  8.00  7.75  8.25  8.50,,8.75  8.00,8.75  8.25,8.21,
Composition  1.60  8.25  8.25  8.00  8.50  8.50,,8.75  8.25,8.50  8.50,8.39,
Interpretation of the Music  1.60  8.00  7.75  8.25  8.50  8.50,,8.75  8.25,8.75  8.50,8.39,
Judges Total Program Component Score (factored),,,,66.22,
Deductions Falls: -1.00,,,,-1.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Cheng PENG / Yang JIN CHN  5  128.03,,64.50,63.53,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 2A  3.30  0.14 -1 0 1 1 0,,0 0,1 0,3.44,
2 3T+COMBO  4.30 -1.60 -3 -2 -2 -2 -2,,-2 -2,-3 -3,2.70,
3 3Tw3  6.20  1.00 1 1 1 2 1,,2 2,1 2,7.20,
4 BoDs4  4.50  0.70 1 1 2 0 1,,2 0,1 1,5.20,
5 5RLi4  7.50  0.90 1 1 1 1 1,,2 2,2 1,8.40,
6 3LoTh  5.00  1.50 2 2 2 2 2,,3 3,2 2,6.50,
7 ChSq1  2.00  0.70 0 1 1 1 1,,1 1,1 1,2.70,
8 FCCoSp3  3.00  0.79 2 1 1 2 2,,2 2,1 0,3.79,
9 3STh  4.50  1.70 2 3 2 2 2,,3 3,3 2,6.20,
10 5ALi4  7.50  0.80 1 2 1 1 1,,1 2,1 1,8.30,
11 3Li4  4.50  0.71 1 1 2 2 2,,2 1,1 1,5.21,
12 PCoSp4  4.50  0.36 0 1 1 0 1,,1 1,1 0,4.86,
56.80,,,,64.50,
Program Components Factor,,,,,
Skating Skills  1.60  7.75  7.75  8.00  8.00  8.25,,8.50  8.00,7.50  8.00,7.96,
Transitions  1.60  7.75  8.00  7.50  7.75  8.25,,8.50  7.50,7.25  7.25,7.71,
