Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,279.72,3,83.41,1,196.31,2016-11-20,gpchn2016
2,Boyang JIN,CHN,278.54,1,96.17,2,182.37,2016-11-20,gpchn2016
3,Sergei VORONOV,RUS,243.76,4,82.93,4,160.83,2016-11-20,gpchn2016
4,Max AARON,USA,242.74,5,81.67,3,161.07,2016-11-20,gpchn2016
5,Han YAN,CHN,230.19,8,75.04,5,155.15,2016-11-20,gpchn2016
6,Alexander PETROV,RUS,228.44,9,74.21,6,154.23,2016-11-20,gpchn2016
7,Maxim KOVTUN,RUS,221.43,10,70.1,7,151.33,2016-11-20,gpchn2016
8,Daniel SAMOHIN,ISR,213.51,2,83.47,10,130.04,2016-11-20,gpchn2016
9,Ross MINER,USA,213.34,6,76.73,8,136.61,2016-11-20,gpchn2016
10,Michal BREZINA,CZE,211.77,7,75.86,9,135.91,2016-11-20,gpchn2016
