Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mao ASADA,JPN,183.25,1,64.29,1,118.96,2011-11-27,gprus2011
2,Alena LEONOVA,RUS,180.45,2,63.91,2,116.54,2011-11-27,gprus2011
3,Adelina SOTNIKOVA,RUS,169.75,3,57.79,3,111.96,2011-11-27,gprus2011
4,Sofia BIRYUKOVA,RUS,166.07,4,56.3,4,109.77,2011-11-27,gprus2011
5,Kiira KORPI,FIN,160.92,5,55.81,5,105.11,2011-11-27,gprus2011
6,Haruka IMAI,JPN,154.76,6,55.2,6,99.56,2011-11-27,gprus2011
7,Agnes ZAWADZKI,USA,149.38,7,53.81,8,95.57,2011-11-27,gprus2011
8,Amelie LACOSTE,CAN,148.48,9,50.63,7,97.85,2011-11-27,gprus2011
9,Rachael FLATT,USA,147.63,8,53.36,9,94.27,2011-11-27,gprus2011
10,Christina GAO,USA,117.77,10,39.64,10,78.13,2011-11-27,gprus2011
