8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Viktoria HELGESSON,SWE,9,50.29,23.58,26.71,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,3T+3T<<,<<,5.4,False,-1.63,-2,-2,-2,-2,-3,-2,-3,-3,,3.77
2,2Lo,,1.8,False,-0.9,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
3,LSp4,,2.7,False,0.42,1,2,1,1,0,0,1,1,,3.12
4,2A,,3.3,False,0.67,1,2,2,2,1,1,1,1,,3.97
5,FSSp4,,3.0,False,0.5,1,1,1,1,0,1,1,1,,3.5
6,StSq4,,3.9,False,1.17,1,2,2,2,1,1,2,2,,5.07
7,CCoSp3,,3.0,False,0.25,0,2,0,0,0,2,0,1,,3.25
,,,23.1,,,,,,,,,,,,23.58
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,7.0,7.25,6.0,6.25,7.0,6.75,6.5,,6.63
,Transition / Linking Footwork  ,,,,0.8,5.5,6.75,7.0,5.75,6.0,7.0,6.5,6.5,,6.42
,Performance / Execution  ,,,,0.8,5.75,7.25,7.25,6.0,6.0,7.25,6.25,7.0,,6.63
,Choreography / Composition  ,,,,0.8,6.5,7.25,7.25,6.0,6.5,7.25,6.75,7.25,,6.92
,Interpretation  ,,,,0.8,6.0,7.5,7.5,6.5,6.0,7.5,6.25,7.0,,6.79
,,,,,,,,,,,,,,,26.71
