Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,239.52,4,73.2,1,166.32,2010-10-31,gpcan2010
2,Nobunari ODA,JPN,236.52,1,81.37,3,155.15,2010-10-31,gpcan2010
3,Adam RIPPON,USA,233.04,3,77.53,2,155.51,2010-10-31,gpcan2010
4,Kevin REYNOLDS,CAN,218.65,2,80.09,6,138.56,2010-10-31,gpcan2010
5,Javier FERNANDEZ,ESP,210.85,6,66.74,4,144.11,2010-10-31,gpcan2010
6,Alban PREAUBERT,FRA,209.05,5,69.71,5,139.34,2010-10-31,gpcan2010
7,Artur GACHINSKI,RUS,204.08,7,66.57,7,137.51,2010-10-31,gpcan2010
8,Jeremy TEN,CAN,191.86,9,60.7,8,131.16,2010-10-31,gpcan2010
9,Yasuharu NANRI,JPN,188.96,8,61.0,9,127.96,2010-10-31,gpcan2010
10,Grant HOCHSTEIN,USA,181.65,12,56.98,10,124.67,2010-10-31,gpcan2010
11,Kristoffer BERNTSSON,SWE,175.84,11,57.49,11,118.35,2010-10-31,gpcan2010
12,Paolo BACCHINI,ITA,167.6,10,59.78,12,107.82,2010-10-31,gpcan2010
