9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Sofia BIRYUKOVA,RUS,2,44.39,21.42,23.97,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3Lz<,<,4.2,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.1
2,3Lo+2T<<,<<,5.5,False,-2.0,-3,-3,-2,-3,-3,-3,-3,-2,-3,,3.5
3,LSp4,,2.7,False,0.21,0,1,0,1,1,0,0,0,1,,2.91
4,2A,,3.3,False,0.14,1,1,0,0,1,0,0,0,0,,3.44
5,FCSp3,,2.8,False,0.5,2,1,1,1,1,1,1,0,1,,3.3
6,CCoSp3,,3.0,False,0.36,2,1,1,1,0,0,1,0,1,,3.36
7,StSq2,,2.6,False,0.21,0,1,0,1,1,0,0,1,0,,2.81
,,,24.1,,,,,,,,,,,,,21.42
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,6.5,5.75,6.5,6.0,6.25,6.0,6.5,6.0,,6.21
,Transition / Linking Footwork  ,,,,0.8,5.75,6.25,5.5,6.0,5.75,5.5,5.5,6.25,5.5,,5.75
,Performance / Execution  ,,,,0.8,6.5,6.0,5.5,6.25,6.25,5.75,5.75,6.5,6.0,,6.07
,Choreography / Composition  ,,,,0.8,5.75,6.25,5.75,6.5,6.0,6.0,6.0,6.5,5.75,,6.04
,Interpretation  ,,,,0.8,6.0,6.25,5.75,6.25,5.5,5.75,5.5,6.5,5.75,,5.89
,,,,,,,,,,,,,,,,23.97
Deduction,Falls,-1.0
