12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Stephane LAMBIEL,SUI,0,72.7,35.85,37.85,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3A,,7.5,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,4.5
2,3T+2T,,5.3,False,0.14,0,0,0,0,1,0,0,0,1,0,0,1,,5.44
3,CiSt3,,3.1,False,0.43,1,1,1,0,1,1,1,0,0,1,1,2,,3.53
4,3Lz,,6.0,False,0.71,0,0,0,1,1,1,2,1,0,1,0,1,,6.71
5,CCoSp4,,3.5,False,0.71,0,1,1,2,2,1,1,1,2,2,1,2,,4.21
6,SlSt3,,3.1,False,0.93,1,2,1,2,2,2,2,2,1,2,1,2,,4.03
7,FSSp4,,3.0,False,0.79,1,1,2,1,2,2,1,2,1,1,2,2,,3.79
8,CSSp4,,3.0,False,0.64,0,1,3,1,2,1,1,1,0,1,1,2,,3.64
,,,34.5,,,,,,,,,,,,,,,,35.85
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,7.25,7.75,8.0,7.25,7.5,7.5,8.0,7.5,7.25,7.75,7.75,8.25,,7.75
,Transition / Linking Footwork ,,,,1.0,7.0,7.0,7.75,6.75,7.25,7.25,7.5,7.25,7.0,7.5,7.5,7.5,,7.36
,Performance / Execution ,,,,1.0,6.75,7.5,7.75,7.0,7.25,7.25,7.5,7.25,7.0,7.5,7.5,8.5,,7.46
,Choreography / Composition ,,,,1.0,7.0,7.5,7.75,7.0,7.5,7.5,7.5,7.25,7.5,7.75,7.75,8.5,,7.57
,Interpretation ,,,,1.0,7.0,7.75,8.0,7.0,7.5,7.5,7.75,7.5,7.5,7.75,7.75,8.25,,7.71
,,,,,,,,,,,,,,,,,,,37.85
Deduction,Falls,-1.0
