12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
35,Javier FERNANDEZ,ESP,0,41.57,21.2,21.37,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,1A,,0.8,False,-0.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
2,3S+2T,,5.8,False,0.29,-1,1,0,0,1,0,0,0,0,0,0,2,,6.09
3,CSSp4,,3.0,False,0.07,0,0,1,0,0,0,0,0,-1,0,1,-2,,3.07
4,3T,,4.0,False,0.0,0,0,1,0,0,0,0,0,0,0,0,0,,4.0
5,SlSt2,,2.3,False,0.07,0,1,0,0,0,0,1,0,0,0,0,0,,2.37
6,CCoSp3,,3.0,False,0.07,0,0,1,0,0,-1,-1,0,0,1,0,0,,3.07
7,FSSp,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
8,CiSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,0,0,1,,2.3
,,,21.2,,,,,,,,,,,,,,,,21.2
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,4.0,4.25,4.5,4.25,4.5,3.75,4.25,4.25,4.0,4.5,5.0,4.75,,4.43
,Transition / Linking Footwork ,,,,1.0,3.25,3.75,4.0,3.75,4.25,3.25,4.0,4.0,3.75,4.25,4.75,4.0,,4.04
,Performance / Execution ,,,,1.0,3.0,4.0,4.25,4.0,4.25,3.0,3.75,3.75,3.75,4.25,4.75,4.25,,4.11
,Choreography / Composition ,,,,1.0,3.25,4.0,4.5,4.0,4.5,3.5,4.25,4.0,4.0,4.5,4.75,4.75,,4.36
,Interpretation ,,,,1.0,3.25,4.5,4.5,4.0,4.5,3.5,4.5,4.0,3.75,4.5,5.0,4.5,,4.43
,,,,,,,,,,,,,,,,,,,21.37
Deduction,Falls,-1.0
