12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Dorota ZAGORSKA / Mariusz SIUDEK,POL,0,49.53,25.87,25.66,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3T,,4.0,False,-3.0,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.0
2,3STh,,4.5,False,0.4,1,0,1,1,1,0,1,0,1,1,0,0,,4.9
3,CCoSp2,,2.5,False,-0.26,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,,2.24
4,2Tw3,,4.0,False,0.29,1,0,1,1,0,1,0,0,1,1,1,0,,4.29
5,PCoSp4,,4.5,False,0.14,1,0,1,1,1,0,0,0,1,0,-1,-1,,4.64
6,SlSt1,,1.8,False,-1.0,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.8
7,3Li3,,3.5,False,0.5,1,1,2,2,1,1,0,1,1,1,1,0,,4.0
8,FiDs4,,3.5,False,0.5,1,0,1,2,1,1,0,0,2,1,1,0,,4.0
,,,28.3,,,,,,,,,,,,,,,,25.87
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,6.75,6.5,6.75,6.75,6.0,6.5,5.5,6.75,6.75,6.25,7.0,6.75,,6.5
,Transition / Linking Footwork ,,,,0.8,6.5,6.0,6.75,6.5,6.0,6.25,5.25,6.5,6.75,6.5,6.75,6.5,,6.39
,Performance / Execution ,,,,0.8,6.75,6.25,6.5,6.5,6.25,6.0,5.25,6.5,7.0,6.0,6.75,6.25,,6.32
,Choreography / Composition ,,,,0.8,7.0,6.25,7.0,6.5,6.0,6.25,5.5,6.75,7.0,6.5,6.75,6.5,,6.5
,Interpretation ,,,,0.8,6.5,6.25,6.5,6.5,6.5,6.0,5.5,6.5,6.75,6.25,6.5,6.75,,6.36
,,,,,,,,,,,,,,,,,,,25.66
Deduction,Falls,-2.0
