Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,238.09,1,81.39,1,156.7,2008-11-16,gpfra08
2,Takahiko KOZUKA,JPN,230.78,2,77.0,2,153.78,2008-11-16,gpfra08
3,Alban PREAUBERT,FRA,222.44,4,73.24,3,149.2,2008-11-16,gpfra08
4,Brian JOUBERT,FRA,221.13,3,73.75,4,147.38,2008-11-16,gpfra08
5,Brandon MROZ,USA,189.46,6,65.44,5,124.02,2008-11-16,gpfra08
6,Peter LIEBERS,GER,176.88,8,61.59,6,115.29,2008-11-16,gpfra08
7,Ryan BRADLEY,USA,175.62,5,69.35,10,106.27,2008-11-16,gpfra08
8,Jialiang WU,CHN,169.36,7,62.74,9,106.62,2008-11-16,gpfra08
9,Gregor URBAS,SLO,167.87,11,55.01,7,112.86,2008-11-16,gpfra08
10,Igor MACYPURA,SVK,165.2,9,61.58,11,103.62,2008-11-16,gpfra08
11,Andrei LUTAI,RUS,160.1,12,53.33,8,106.77,2008-11-16,gpfra08
12,Yoann DESLOT,FRA,156.68,10,55.65,12,101.03,2008-11-16,gpfra08
