Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Joannie ROCHETTE,CAN,180.73,1,59.54,1,121.19,2008-11-16,gpfra08
2,Mao ASADA,JPN,167.59,2,58.12,2,109.47,2008-11-16,gpfra08
3,Caroline ZHANG,USA,156.54,3,51.76,3,104.78,2008-11-16,gpfra08
4,Candice DIDIER,FRA,135.25,5,47.96,4,87.29,2008-11-16,gpfra08
5,Beatrisa LIANG,USA,134.29,4,49.6,5,84.69,2008-11-16,gpfra08
6,Binshu XU,CHN,123.83,10,40.68,6,83.15,2008-11-16,gpfra08
7,Elene GEDEVANISHVILI,GEO,121.78,9,41.48,7,80.3,2008-11-16,gpfra08
8,Anastasia GIMAZETDINOVA,UZB,116.99,7,45.44,8,71.55,2008-11-16,gpfra08
9,Emily HUGHES,USA,115.48,8,44.32,9,71.16,2008-11-16,gpfra08
10,Gwendoline DIDIER,FRA,111.18,6,47.58,10,63.6,2008-11-16,gpfra08
