Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Nobunari ODA,JPN,201.69,1,77.29,2,124.4,2006-01-28,fc2006
2,Christopher MABEE,CAN,198.69,3,68.13,1,130.56,2006-01-28,fc2006
3,Matthew SAVOIE,USA,190.15,2,75.64,6,114.51,2006-01-28,fc2006
4,Marc Andre CRAIG,CAN,186.12,4,65.62,4,120.5,2006-01-28,fc2006
5,Scott SMITH,USA,185.25,6,61.84,3,123.41,2006-01-28,fc2006
6,Kensuke NAKANIWA,JPN,177.19,5,63.29,7,113.9,2006-01-28,fc2006
7,Yasuharu NANRI,JPN,172.82,10,57.4,5,115.42,2006-01-28,fc2006
8,Xiaodong MA,CHN,172.11,8,59.86,9,112.25,2006-01-28,fc2006
9,Michael WEISS,USA,171.22,9,58.89,8,112.33,2006-01-28,fc2006
10,Jialiang WU,CHN,164.64,7,60.76,11,103.88,2006-01-28,fc2006
11,Nicholas YOUNG,CAN,162.3,11,53.58,10,108.72,2006-01-28,fc2006
12,Sean CARLOW,AUS,136.68,12,48.7,12,87.98,2006-01-28,fc2006
13,Lun SONG,CHN,127.69,13,47.37,13,80.32,2006-01-28,fc2006
14,Michael NOVALES,PHI,118.94,14,44.46,14,74.48,2006-01-28,fc2006
15,Bradley SANTER,AUS,112.62,15,42.62,15,70.0,2006-01-28,fc2006
16,Justin PIETERSEN,RSA,105.38,16,38.58,17,66.8,2006-01-28,fc2006
17,Luis HERNANDEZ,MEX,102.28,19,34.12,16,68.16,2006-01-28,fc2006
18,Tristan THODE,NZL,101.91,17,36.06,18,65.85,2006-01-28,fc2006
19,Humberto CONTRERAS,MEX,98.81,18,35.59,19,63.22,2006-01-28,fc2006
20,Miguel Angel MOYRON,MEX,96.4,21,33.54,20,62.86,2006-01-28,fc2006
21,Joel WATSON,NZL,91.64,22,31.24,22,60.4,2006-01-28,fc2006
22,Robert McNAMARA,AUS,91.61,23,30.1,21,61.51,2006-01-28,fc2006
23,Gareth ECHARDT,RSA,87.83,20,33.6,23,54.23,2006-01-28,fc2006
24,Konrad GIERING,RSA,72.39,24,21.48,24,50.91,2006-01-28,fc2006
