Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Katy TAYLOR,USA,164.05,2,57.26,2,106.79,2006-01-28,fc2006
2,Yukari NAKANO,JPN,161.49,3,53.53,1,107.96,2006-01-28,fc2006
3,Beatrisa LIANG,USA,159.91,1,61.04,3,98.87,2006-01-28,fc2006
4,Lesley HAWKER,CAN,145.94,6,48.91,4,97.03,2006-01-28,fc2006
5,Meagan DUHAMEL,CAN,145.28,5,50.98,6,94.3,2006-01-28,fc2006
6,Mai ASADA,JPN,141.65,4,52.13,7,89.52,2006-01-28,fc2006
7,Yan LIU,CHN,138.55,10,43.78,5,94.77,2006-01-28,fc2006
8,Joanne CARTER,AUS,133.97,8,47.19,9,86.78,2006-01-28,fc2006
9,Akiko KITAMURA,JPN,132.04,11,43.56,8,88.48,2006-01-28,fc2006
10,Christine ZUKOWSKI,USA,131.42,9,46.43,10,84.99,2006-01-28,fc2006
11,Amelie LACOSTE,CAN,127.29,7,47.96,11,79.33,2006-01-28,fc2006
12,Miriam MANZANO,AUS,114.37,14,38.78,13,75.59,2006-01-28,fc2006
13,Ji Eun CHOI,KOR,112.42,17,34.09,12,78.33,2006-01-28,fc2006
14,Chae-Hwa KIM,KOR,112.0,12,42.37,14,69.63,2006-01-28,fc2006
15,Dan FANG,CHN,105.67,13,39.23,15,66.44,2006-01-28,fc2006
16,Michelle CANTU,MEX,99.07,15,37.1,18,61.97,2006-01-28,fc2006
17,Yea-Ji SHIN,KOR,92.36,16,36.96,19,55.4,2006-01-28,fc2006
18,Ana Cecilia CANTU,MEX,92.22,20,29.33,16,62.89,2006-01-28,fc2006
19,Tammy SUTAN,THA,90.8,21,28.72,17,62.08,2006-01-28,fc2006
20,Emily NAPHTAL,MEX,82.55,18,30.74,21,51.81,2006-01-28,fc2006
21,Diane CHEN,TPE,80.61,22,27.16,20,53.45,2006-01-28,fc2006
22,Laura DOWNING,AUS,73.42,23,25.64,22,47.78,2006-01-28,fc2006
23,Megan ALLELY,RSA,64.23,24,22.59,23,41.64,2006-01-28,fc2006
WD,Anastasia GIMAZETDINOVA,UZB,29.92,19,29.92,WD,WD,2006-01-28,fc2006
25,Teresa LIN,TPE,21.48,25,21.48,DNQ,DNQ,2006-01-28,fc2006
26,Lauren HENRY,RSA,20.14,26,20.14,DNQ,DNQ,2006-01-28,fc2006
