12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
14,Mira LEUNG,CAN,0,89.9,47.88,43.02,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lz+2Lo,,7.5,False,0.14,0,0,0,1,0,0,0,0,1,0,0,-1,,7.64
2,3F,e,5.5,False,-1.43,-1,-1,-2,-1,-2,-2,-2,0,-1,-1,-2,-2,,4.07
3,2S,,1.3,False,-0.34,-1,-1,-2,-1,-1,-1,-2,0,-1,-1,-1,-1,,0.96
4,CoSp3,,2.5,False,0.36,1,0,1,0,1,1,0,1,1,1,1,0,,2.86
5,LSp3,,2.4,False,0.5,1,1,1,1,1,1,1,1,2,1,1,1,,2.9
6,SpSq4,,3.4,False,0.71,1,1,0,1,1,1,0,1,1,1,0,1,,4.11
7,3T<,,1.43,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.43
8,2A<+2T+2Lo,,3.96,True,-0.51,-1,-2,-2,-1,-2,-2,-2,-1,-1,-2,-2,-2,,3.45
9,3F+2Lo,e,7.7,True,-1.14,-1,-1,-1,-1,-1,-2,-2,0,-1,-1,-2,-2,,6.56
10,3Lz,,6.6,True,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,,6.6
11,FCSp4,,3.0,False,0.29,1,1,0,0,1,1,0,0,0,1,1,0,,3.29
12,SlSt1,,1.8,False,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,1.8
13,CCoSp3,,3.0,False,0.21,0,0,0,1,0,0,1,1,1,1,0,1,,3.21
,,,50.09,,,,,,,,,,,,,,,,47.88
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,6.0,5.0,5.75,5.5,5.5,5.5,6.0,5.75,6.25,5.5,5.5,5.75,,5.68
,Transition / Linking Footwork  ,,,,1.6,5.5,4.75,4.75,5.25,5.0,5.0,5.25,5.5,5.25,5.0,5.0,5.5,,5.07
,Performance / Execution  ,,,,1.6,5.75,4.75,6.0,5.5,5.25,5.0,5.75,5.75,5.75,5.25,5.25,5.75,,5.5
,Choreography / Composition  ,,,,1.6,5.5,4.75,5.75,5.25,5.5,5.25,5.5,5.5,5.0,5.25,5.25,5.5,,5.32
,Interpretation  ,,,,1.6,5.5,4.5,5.25,5.5,5.0,5.5,5.5,5.75,5.5,5.25,5.25,6.0,,5.32
,,,,,,,,,,,,,,,,,,,43.02
Deduction,Falls,-1.0
