12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
13,Beatrisa LIANG,USA,0,92.48,48.54,45.94,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lz+2T,e,7.3,False,-1.14,-1,-2,-1,-1,-1,-2,-2,0,-1,-1,-1,-1,,6.16
2,3F,,5.5,False,-0.43,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,,5.07
3,FCoSp4,,3.0,False,0.29,0,0,1,1,0,0,0,1,1,1,1,1,,3.29
4,3Lo,,5.0,False,0.71,0,0,1,1,1,0,0,0,1,1,1,0,,5.71
5,LSp3,,2.4,False,0.43,1,0,1,0,1,0,1,1,1,1,1,1,,2.83
6,SpSq4,,3.4,False,1.29,2,1,1,1,1,1,1,2,2,1,2,2,,4.69
7,3Lz<,e,2.09,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.09
8,3T,,4.4,True,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,,3.4
9,3F<+SEQ,,1.5,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.5
10,SlSt2,,2.3,False,0.07,0,0,0,0,0,0,0,0,0,1,1,1,,2.37
11,2A+2T+2Lo,,6.93,True,0.0,0,0,0,0,-1,-1,0,0,0,0,0,-1,,6.93
12,FSSp4,,3.0,False,0.21,0,0,0,0,1,1,0,1,1,1,1,0,,3.21
13,CCoSp3,,3.0,False,0.29,0,0,0,1,1,1,0,1,1,1,1,1,,3.29
,,,49.82,,,,,,,,,,,,,,,,48.54
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.75,5.25,6.25,5.5,6.0,6.0,6.0,6.5,6.5,6.0,6.25,6.5,,5.96
,Transition / Linking Footwork  ,,,,1.6,5.5,5.25,5.75,5.25,5.5,5.75,5.25,6.25,5.25,5.75,6.0,6.25,,5.46
,Performance / Execution  ,,,,1.6,5.25,5.0,6.0,5.75,5.5,5.75,6.0,6.25,6.25,6.0,6.0,6.75,,5.79
,Choreography / Composition  ,,,,1.6,5.5,5.25,6.25,5.25,5.5,6.0,5.75,6.0,5.75,6.0,6.25,6.5,,5.71
,Interpretation  ,,,,1.6,5.5,5.0,6.0,5.75,5.25,5.75,6.0,6.25,6.0,6.0,6.0,6.5,,5.79
,,,,,,,,,,,,,,,,,,,45.94
Deduction,Falls,-2.0
