Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Javier FERNANDEZ,ESP,262.49,1,89.24,1,173.25,2015-02-01,ec2015
2,Maxim KOVTUN,RUS,235.68,4,78.21,2,157.47,2015-02-01,ec2015
3,Sergei VORONOV,RUS,233.05,2,81.06,3,151.99,2015-02-01,ec2015
4,Alexei BYCHENKO,ISR,220.22,7,73.63,4,146.59,2015-02-01,ec2015
5,Michal BREZINA,CZE,220.11,3,80.86,7,139.25,2015-02-01,ec2015
6,Peter LIEBERS,GER,213.57,5,75.48,8,138.09,2015-02-01,ec2015
7,Adian PITKEEV,RUS,210.87,9,69.78,6,141.09,2015-02-01,ec2015
8,Ivan RIGHINI,ITA,210.75,11,67.45,5,143.3,2015-02-01,ec2015
9,Florent AMODIO,FRA,210.11,6,74.06,10,136.05,2015-02-01,ec2015
10,Daniel SAMOHIN,ISR,209.93,8,72.65,9,137.28,2015-02-01,ec2015
11,Alexander MAJOROV,SWE,202.57,10,68.1,11,134.47,2015-02-01,ec2015
12,Petr COUFAL,CZE,187.82,16,57.47,12,130.35,2015-02-01,ec2015
13,Franz STREUBEL,GER,186.18,13,64.45,13,121.73,2015-02-01,ec2015
14,Javier RAYA,ESP,173.7,21,53.8,14,119.9,2015-02-01,ec2015
15,Phillip HARRIS,GBR,173.67,12,65.16,17,108.51,2015-02-01,ec2015
16,Yaroslav PANIOT,UKR,171.24,14,63.25,18,107.99,2015-02-01,ec2015
17,Pavel KASKA,CZE,166.06,17,56.83,15,109.23,2015-02-01,ec2015
18,Valtter VIRTANEN,FIN,164.8,15,58.31,19,106.49,2015-02-01,ec2015
19,Justus STRID,DEN,162.05,22,53.28,16,108.77,2015-02-01,ec2015
20,Patrick MYZYK,POL,159.73,18,56.12,20,103.61,2015-02-01,ec2015
21,Pavel IGNATENKO,BLR,156.41,19,55.79,21,100.62,2015-02-01,ec2015
22,Sondre ODDVOLL BOE,NOR,155.27,20,55.73,22,99.54,2015-02-01,ec2015
23,Larry LOUPOLOVER,AZE,139.29,23,51.01,23,88.28,2015-02-01,ec2015
WD,Chafik BESSEGHIER,FRA,49.61,24,49.61,WD,WD,2015-02-01,ec2015
25,Slavik HAYRAPETYAN,ARM,48.93,25,48.93,DNQ,DNQ,2015-02-01,ec2015
26,Stephane WALKER,SUI,48.86,26,48.86,DNQ,DNQ,2015-02-01,ec2015
27,Engin Ali ARTAN,TUR,48.76,27,48.76,DNQ,DNQ,2015-02-01,ec2015
28,Samuel KOPPEL,EST,46.36,28,46.36,DNQ,DNQ,2015-02-01,ec2015
29,Marco KLEPOCH,SVK,44.81,29,44.81,DNQ,DNQ,2015-02-01,ec2015
30,Manuel KOLL,AUT,43.56,30,43.56,DNQ,DNQ,2015-02-01,ec2015
