ISU Grand Prix Final 2012,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Vera BAZAROVA / Yuri LARIONOV RUS  5,131.46  65.59,,65.87,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.10 -0.10 0 0 0,0 0 -1 0,,-1 0,4.00,
2 2A+2A+SEQ  5.28 -0.43 -1 -1 -1,0 -1 -2 -1,,0 -1,4.85,
3 3Tw3  5.80  1.60 2 2 2,2 3 2 3,,3 2,7.40,
4 3FTh  5.50  1.10 2 1 2,2 1 2 1,,2 1,6.60,
"",,,Info,,Info
5 BiDs3  3.20  1.10 1 3 2,1 2 1 2,,1 2,4.30,
6 FCCoSp3  3.00  0.71 1 2 1,1 1 2 2,,2 1,3.71,
7 ChSq1  2.00  1.30 1 2 2,2 1 2 2,,2 2,3.30,
8 5BLi4  7.15 x  1.40 2 3 1,2 2 2 2,,2 2,8.55,
9 3LoTh  5.50 x  0.70 1 1 1,1 0 1 1,,1 1,6.20,
10 3Li4  4.40 x  0.64 2 1 2,1 2 1 1,,0 1,5.04,
11 5ALi4  7.15 x  0.70 1 1 1,1 1 1 1,,1 1,7.85,
12 PCoSp2  3.50  0.29 1 1 0,1 0 0 1,,1 0,3.79,
56.58,,,,65.59,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 7.75 8.00,7.75 9.00 8.25 8.50,,8.00 8.25,8.14,
Transition / Linking Footwork  1.60 8.25 8.25 8.00,8.50 8.75 7.75 8.25,,7.50 8.00,8.14,
Performance / Execution  1.60 8.00 8.75 8.50,8.00 9.00 8.00 8.75,,7.75 8.50,8.36,
Choreography / Composition  1.60 8.25 8.50 8.25,8.25 9.00 8.00 8.50,,8.00 8.50,8.32,
Interpretation  1.60 8.50 8.50 7.75,8.00 9.00 7.75 8.75,,7.50 8.25,8.21,
Judges Total Program Component Score (factored),,,,65.87,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Tatiana VOLOSOZHAR / Maxim TRANKOV RUS  6,131.09  63.21,,69.88,-2.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw4  6.20  2.10 3 3 3,3 3 3 3,,3 3,8.30,
2 3S+2T  5.50  1.10 2 1 2,1 1 2 1,,2 2,6.60,
3 ChSq1  2.00  1.50 2 2 2,2 3 2 3,,2 2,3.50,
4 FiDs2  3.00  1.60 2 2 2,2 3 3 2,,1 3,4.60,
5 FCCoSp4  3.50  0.86 1 2 1,2 2 2 2,,1 2,4.36,
6 3LoTh  5.50 x  1.60 3 2 2,2 2 2 2,,3 3,7.10,
7 3T  4.51 x -1.70 -2 -3 -3,-2 -2 -2 -3,,-3 -1,2.81,
8 5RLi4  7.70 x  1.20 2 2 1,2 2 2 2,,1 1,8.90,
9 5BLi4  7.15 x  1.40 3 2 2,2 2 2 2,,2 2,8.55,
10 STh  0.00 x  0.00 - - -,- - - -,,- -,0.00,
11 3Li3  3.85 x  0.64 1 1 1,2 1 2 1,,1 2,4.49,
12 PCoSp2  3.50  0.50 1 1 1,1 1 1 1,,0 1,4.00,
52.41,,,,63.21,
Program Components Factor,,,,,
Skating Skills  1.60 9.25 9.00 8.50,8.75 7.50 8.75 9.50,,8.75 8.75,8.82,
Transition / Linking Footwork  1.60 8.75 9.00 8.25,8.75 7.25 8.50 9.25,,8.25 8.25,8.54,
