ISU Grand Prix Final 2012,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Mao ASADA JPN  6,129.84  63.45,,66.39,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lo  5.10  1.30 2 2 1,1 2 2 2,,2 3,6.40,
2 2A+3T< <  6.20 -0.29 0 0 -1,-1 -1 -1 0,,0 -1,5.91,
3 3F< <  3.70 -0.20 0 0 -1,-1 -1 0 0,,0 0,3.50,
4 3Lz e  6.00 -0.50 0 -1 -1,0 -1 -1 -1,,-1 0,5.50,
"",,,Info,,Info
5 FCCoSp4  3.50  1.00 2 2 1,2 2 3 2,,2 2,4.50,
6 2S  1.30  0.00 0 0 0,0 0 0 0,,0 1,1.30,
7 3Lo+2Lo+2Lo  9.57 x  0.80 1 1 0,2 1 2 1,,0 2,10.37,
8 CCoSp4  3.50  0.79 2 2 1,1 2 1 2,,1 2,4.29,
9 3F+2Lo  7.81 x  0.70 1 1 1,1 1 1 1,,0 2,8.51,
10 FCSp4  3.20  0.57 1 2 1,1 2 1 1,,1 1,3.77,
11 StSq4  3.90  1.80 3 3 2,2 2 3 3,,3 2,5.70,
12 ChSq1  2.00  1.70 0 2 2,2 2 3 3,,3 3,3.70,
55.78,,,,63.45,
Program Components Factor,,,,,
Skating Skills  1.60 8.00 8.25 7.50,8.25 8.00 8.50 8.25,,8.25 8.25,8.18,
Transition / Linking Footwork  1.60 7.75 8.25 6.75,8.50 7.75 8.00 8.00,,8.00 8.50,8.04,
Performance / Execution  1.60 8.50 8.50 8.00,8.50 8.00 8.75 8.50,,8.75 8.00,8.39,
Choreography / Composition  1.60 8.25 8.25 7.75,8.50 8.25 8.50 8.50,,8.50 8.50,8.39,
Interpretation  1.60 8.25 8.50 7.50,8.50 8.50 8.50 8.75,,8.75 8.50,8.50,
Judges Total Program Component Score (factored),,,,66.39,
Deductions:,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Elizaveta TUKTAMYSHEVA RUS  2,117.14  63.65,,53.49,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T  10.10 -0.70 -1 -1 -2,-1 -1 0 -2,,-1 0,9.40,
2 3Lz  6.00 -1.40 -2 -2 -2,-2 -2 -2 -2,,-2 -2,4.60,
3 3F  5.30  0.40 0 1 0,1 2 1 1,,0 0,5.70,
4 LSp3  2.40  0.71 2 1 1,2 2 0 1,,2 1,3.11,
5 StSq2  2.60  0.50 1 1 1,2 1 0 1,,1 1,3.10,
6 2A+3T  8.14 x  0.80 1 1 1,2 1 1 2,,1 1,8.94,
7 3S+2T+2Lo  8.03 x  0.20 0 0 -1,1 0 0 1,,0 1,8.23,
8 FSSp4  3.00  0.50 1 1 1,1 1 1 1,,1 0,3.50,
9 3Lo  5.61 x  0.30 0 0 0,1 1 0 1,,1 0,5.91,
10 ChSq1  2.00  0.60 0 1 1,1 1 0 1,,1 1,2.60,
11 2A  3.63 x  0.79 1 1 1,1 2 2 2,,2 2,4.42,
12 CCoSp4  3.50  0.64 1 0 1,1 2 1 1,,2 2,4.14,
60.31,,,,63.65,
Program Components Factor,,,,,
Skating Skills  1.60 7.25 6.50 6.50,6.50 7.25 7.00 7.00,,7.00 7.00,6.89,
