ISU Grand Prix Final 2012,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Tatiana VOLOSOZHAR / Maxim TRANKOV RUS  6,73.46  37.53,,35.93,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw4  6.20  2.00 3 3 2,3 2 3 3,,3 3,8.20,
2 3S  4.20  0.30 2 2 -1,0 1 0 1,,0 -1,4.50,
3 3LoTh  5.00  1.00 2 2 1,1 1 1 3,,1 2,6.00,
4 BoDs1  3.00  1.40 2 2 2,2 2 2 2,,2 2,4.40,
Info,,,Info,,Info
5 4Li3  3.50  1.00 2 2 2,2 2 3 2,,2 2,4.50,
6 StSq4  3.90  1.60 1 3 3,3 1 3 2,,2 2,5.50,
7 FCCoSp4  3.50  0.93 2 2 1,2 2 2 2,,1 3,4.43,
29.30,,,,37.53,
Program Components Factor,,,,,
Skating Skills  0.80 8.75 9.50 8.75,8.75 8.75 9.25 9.25,,9.25 8.75,8.96,
Transition / Linking Footwork  0.80 8.50 9.50 8.25,8.75 7.50 9.00 8.50,,9.00 8.50,8.64,
Performance / Execution  0.80 8.75 9.50 8.50,9.50 9.00 10.00 9.25,,9.25 9.00,9.18,
Choreography / Composition  0.80 8.50 9.50 8.50,8.75 9.00 9.50 9.50,,9.00 8.75,9.00,
Interpretation  0.80 8.75 9.50 8.75,9.25 8.75 9.25 9.50,,9.50 9.00,9.14,
Judges Total Program Component Score (factored),,,,35.93,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Vera BAZAROVA / Yuri LARIONOV RUS  5,70.14  37.16,,32.98,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.10  0.30 1 1 0,0 0 0 1,,1 0,4.40,
2 3LoTh  5.00  1.50 2 3 3,2 2 1 2,,2 2,6.50,
3 3Tw4  6.20  1.40 2 2 2,2 2 2 2,,2 1,7.60,
4 4Li4  4.00  1.00 2 2 2,2 2 3 2,,2 2,5.00,
5 FCCoSp4  3.50  0.86 1 2 2,1 2 3 2,,1 2,4.36,
6 StSq4  3.90  1.30 2 2 2,2 2 2 1,,2 1,5.20,
7 BoDs1  3.00  1.10 1 2 2,1 2 2 1,,2 1,4.10,
29.70,,,,37.16,
Program Components Factor,,,,,
Skating Skills  0.80 8.50 8.50 8.00,8.00 8.25 8.25 8.00,,8.75 8.25,8.25,
Transition / Linking Footwork  0.80 8.25 9.00 7.75,7.75 7.50 8.25 7.75,,8.75 8.00,8.07,
Performance / Execution  0.80 8.50 8.75 8.25,8.25 8.00 8.25 8.00,,8.50 8.25,8.29,
Choreography / Composition  0.80 8.25 8.75 8.00,8.25 8.00 8.25 7.75,,8.75 8.25,8.25,
Interpretation  0.80 8.50 9.00 8.50,8.25 8.25 8.00 7.75,,8.75 8.25,8.36,
Judges Total Program Component Score (factored),,,,32.98,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Qing PANG / Jian TONG CHN  4,64.74  32.06,,32.68,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 2T  1.30 -0.46 -2 -3 -2,-3 -3 -2 -2,,-2 -2,0.84,
2 3Tw2  5.40  1.30 2 2 2,2 1 2 2,,2 1,6.70,
