Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,206.2,1,72.31,2,133.89,2011-01-30,ec2011
2,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,203.61,2,69.49,1,134.12,2011-01-30,ec2011
3,Vera BAZAROVA / Yuri LARIONOV,RUS,188.24,3,62.89,3,125.35,2011-01-30,ec2011
4,Katarina GERBOLDT / Alexander ENBERT,RUS,169.95,5,57.5,4,112.45,2011-01-30,ec2011
5,Stefania BERTON / Ondrej HOTAREK,ITA,164.83,4,60.08,5,104.75,2011-01-30,ec2011
6,Maylin HAUSCH / Daniel WENDE,GER,149.97,6,53.86,6,96.11,2011-01-30,ec2011
7,Klara KADLECOVA / Petr BIDAR,CZE,139.94,8,48.45,7,91.49,2011-01-30,ec2011
8,Stacey KEMP / David KING,GBR,128.04,7,48.46,9,79.58,2011-01-30,ec2011
9,Adeline CANAC / Yannick BONHEUR,FRA,125.34,9,43.02,8,82.32,2011-01-30,ec2011
10,Lubov BAKIROVA / Mikalai KAMIANCHUK,BLR,120.72,10,41.51,10,79.21,2011-01-30,ec2011
11,Katharina GIEROK / Florian JUST,GER,118.06,11,40.7,11,77.36,2011-01-30,ec2011
12,Carolina GILLESPIE / Luca DEMATTE,ITA,115.53,12,40.11,12,75.42,2011-01-30,ec2011
13,Natalja ZABIJAKO / Sergei KULBACH,EST,106.47,14,35.01,13,71.46,2011-01-30,ec2011
14,Sally HOOLIN / Jakub SAFRANEK,GBR,104.16,13,36.41,14,67.75,2011-01-30,ec2011
15,Stina MARTINI / Severin KIEFER,AUT,100.87,15,34.74,15,66.13,2011-01-30,ec2011
WD,Danielle MONTALBANO / Evgeni KRASNOPOLSKI,ISR,WD,WD,WD,WD,WD,2011-01-30,ec2011
