ISU European Figure Skating Championships 2011,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuko KAVAGUTI / Alexander SMIRNOV RUS  15,134.12  65.62,,68.50,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3STh  4.50  1.40 2 1 2,2 2 2 2,,2 2,5.90,
2 3T  4.10  0.40 1 0 0,1 0 2 1,,1 -1,4.50,
3 3LzTw2  5.40  0.10 -1 0 0,1 -1 1 1,,0 0,5.50,
4 BoDs1  3.00  0.20 1 0 0,0 -1 0 1,,1 0,3.20,
"",,,Info,,Info
5 FCCoSp4  3.50  0.86 3 0 2,1 2 2 2,,2 1,4.36,
6 ChSp1  2.00  1.86 2 1 2,2 2 2 2,,2 1,3.86,
7 2A+2A+SEQ  5.81 x  0.21 1 0 0,0 0 1 1,,1 0,6.02,
8 3LoTh  5.50 x  1.10 2 1 2,2 1 3 2,,1 1,6.60,
9 3Li4  4.40 x  1.00 2 2 2,2 2 2 2,,2 1,5.40,
10 5ALi4  7.15 x  1.10 2 1 1,2 1 2 2,,2 1,8.25,
11 5SLi4  6.60 x  0.14 1 0 0,0 0 1 1,,0 0,6.74,
12 PCoSp4  4.50  0.79 2 1 2,1 1 2 2,,2 1,5.29,
56.46,,,,65.62,
Program Components Factor,,,,,
Skating Skills  1.60 9.50 8.00 8.50,8.75 8.75 8.50 8.50,,8.75 8.00,8.54,
Transition / Linking Footwork  1.60 9.00 7.25 8.50,8.50 8.50 8.25 8.00,,8.50 8.00,8.32,
Performance / Execution  1.60 9.00 8.50 8.75,8.75 8.75 8.75 8.25,,8.75 8.00,8.64,
Choreography / Composition  1.60 9.50 8.50 9.00,8.75 8.25 8.50 8.25,,8.75 8.25,8.57,
Interpretation  1.60 8.75 8.75 9.00,8.75 8.75 9.00 8.25,,9.00 8.00,8.75,
Judges Total Program Component Score (factored),,,,68.50,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Aliona SAVCHENKO / Robin SZOLKOWY GER  13,133.89  64.22,,69.67,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3FTh  5.50  1.80 3 3 2,3 2 3 3,,2 2,7.30,
2 3T+3T+SEQ  6.56  0.30 1 1 1,1 0 1 -1,,0 -2,6.86,
3 BoDs4  4.50  0.90 2 2 1,1 1 1 1,,1 2,5.40,
4 FCSp* *  0.00  0.00 - - -,- - - -,,- -,0.00,
5 ChSp1  2.00  1.86 2 2 2,2 2 1 2,,2 1,3.86,
6 3FTw1  5.50 x  0.50 -1 0 1,1 0 2 1,,1 1,6.00,
7 2S  1.54 x -0.03 -1 0 0,0 -1 0 0,,0 0,1.51,
8 5ALi4  7.15 x  1.40 2 2 2,2 1 2 2,,2 2,8.55,
9 PCoSp4  4.50  0.93 2 2 2,2 1 1 2,,2 2,5.43,
10 5SLi4  6.60 x  0.93 2 2 2,2 1 2 1,,2 2,7.53,
11 3Li4  4.40 x  0.93 3 2 2,2 1 2 2,,2 1,5.33,
12 3STh  4.95 x  1.50 2 2 2,3 2 2 3,,2 1,6.45,
53.20,,,,64.22,
Program Components Factor,,,,,
Skating Skills  1.60 9.00 9.00 8.75,8.75 8.50 8.25 9.25,,9.00 8.50,8.79,
Transition / Linking Footwork  1.60 8.25 9.00 8.50,8.50 8.25 8.50 8.75,,8.50 7.75,8.46,
