Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Brian JOUBERT,FRA,237.83,1,77.7,1,160.13,2006-11-26,gprus06
2,Johnny WEIR,USA,196.28,2,75.1,5,121.18,2006-11-26,gprus06
3,Ilia KLIMKIN,RUS,187.45,4,67.45,6,120.0,2006-11-26,gprus06
4,Tomas VERNER,CZE,186.5,6,64.45,3,122.05,2006-11-26,gprus06
5,Emanuel SANDHU,CAN,185.45,3,71.3,8,114.15,2006-11-26,gprus06
6,Kristoffer BERNTSSON,SWE,184.7,5,67.25,7,117.45,2006-11-26,gprus06
7,Andrei GRIAZEV,RUS,184.02,8,62.59,4,121.43,2006-11-26,gprus06
8,Sergei DOBRIN,RUS,182.39,9,59.36,2,123.03,2006-11-26,gprus06
9,Anton KOVALEVSKI,UKR,162.98,10,53.69,9,109.29,2006-11-26,gprus06
10,Christopher MABEE,CAN,161.16,7,62.8,12,98.36,2006-11-26,gprus06
11,Gregor URBAS,SLO,159.22,11,51.39,11,107.83,2006-11-26,gprus06
12,Ryo SHIBATA,JPN,158.43,12,49.32,10,109.11,2006-11-26,gprus06
