10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Johnny WEIR,USA,0,146.27,69.97,76.3,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3A+2T,,9.5,False,1.2,1,1,1,2,1,2,1,1,2,1,,10.7
2,3A,,8.2,False,1.0,1,0,1,1,1,2,1,0,1,1,,9.2
3,2A,,3.5,False,0.8,1,0,2,1,1,1,1,0,1,0,,4.3
4,3S,,4.5,False,1.0,1,1,1,1,1,2,1,0,1,0,,5.5
5,CiSt3,,3.3,False,0.5,1,1,1,1,0,0,1,1,1,2,,3.8
6,FCSSp4,,3.0,False,0.5,0,1,1,1,1,1,1,0,2,1,,3.5
7,3Lo,,5.5,True,1.0,1,0,1,1,1,2,1,0,1,1,,6.5
8,3Lz+3T+2T,,12.43,True,0.8,1,1,0,1,2,1,1,1,1,0,,13.23
9,2Lz,,2.09,True,0.2,1,0,1,0,1,1,0,0,0,0,,2.29
10,1F,e,0.55,True,-0.1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,,0.45
11,FSSp4,,3.0,False,0.2,0,0,1,0,0,1,0,0,0,1,,3.2
12,SlSt3,,3.3,False,0.6,0,1,1,1,1,2,1,1,1,2,,3.9
13,CCoSp3,,3.0,False,0.4,0,1,0,1,1,2,1,1,1,1,,3.4
,,,61.87,,,,,,,,,,,,,,69.97
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,7.75,8.0,8.0,8.25,7.0,7.5,7.5,7.25,7.0,7.5,,7.75
,Transition / Linking Footwork  ,,,,2.0,7.0,7.5,7.5,8.0,6.75,7.5,7.0,6.25,7.0,7.25,,7.35
,Performance / Execution  ,,,,2.0,7.25,7.5,8.25,8.25,7.25,7.75,7.5,7.0,7.25,7.25,,7.65
,Choreography / Composition  ,,,,2.0,7.5,7.75,8.0,8.0,6.5,7.25,7.25,6.75,7.5,7.5,,7.6
,Interpretation  ,,,,2.0,7.25,7.75,8.25,8.25,7.0,7.75,7.5,7.0,7.5,7.75,,7.8
,,,,,,,,,,,,,,,,,76.3
