10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Takahito MURA,JPN,0,128.37,62.57,65.8,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3A+3T,,12.2,False,1.0,1,1,0,1,2,2,1,1,1,1,,13.2
2,3Lz+2T,,7.3,False,0.6,1,0,1,0,1,2,1,1,1,0,,7.9
3,3F,e,5.5,False,-1.0,-1,-2,-1,-1,-1,-1,-1,-2,-1,-1,,4.5
4,CSSp4,,3.0,False,0.3,1,1,1,0,1,1,0,1,0,0,,3.3
5,CiSt2,,2.3,False,0.3,0,0,1,0,1,1,1,0,0,1,,2.6
6,3S,,4.5,False,-0.2,0,0,-1,0,0,-1,0,0,0,0,,4.3
7,1A,,0.88,True,0.2,1,0,1,0,0,1,0,0,0,0,,1.08
8,3A,,9.02,True,1.0,1,1,0,1,1,1,1,1,1,1,,10.02
9,3Lo,,5.5,True,0.0,0,0,-1,0,0,1,0,0,0,0,,5.5
10,FSSp3,,2.6,False,0.2,0,0,1,0,1,0,1,0,0,1,,2.8
11,3Lz<,<,2.09,True,-0.42,-2,-1,-1,-2,-2,0,-2,-2,-2,-1,,1.67
12,SlSt2,,2.3,False,0.2,0,1,1,0,0,0,1,0,0,0,,2.5
13,CCoSp3,,3.0,False,0.2,0,0,1,0,1,1,0,0,0,1,,3.2
,,,60.19,,,,,,,,,,,,,,62.57
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,7.25,6.75,7.0,7.0,7.0,7.0,6.75,6.5,6.25,6.75,,6.9
,Transition / Linking Footwork  ,,,,2.0,6.25,6.25,6.5,6.5,6.5,6.25,6.0,5.5,4.75,6.25,,6.3
,Performance / Execution  ,,,,2.0,6.5,6.5,6.75,7.0,7.0,6.75,6.5,6.0,6.0,6.75,,6.65
,Choreography / Composition  ,,,,2.0,6.0,6.5,6.75,6.5,6.25,6.75,6.25,6.0,5.0,6.5,,6.5
,Interpretation  ,,,,2.0,6.5,6.5,7.25,6.75,7.0,6.5,6.5,6.0,5.5,6.5,,6.55
,,,,,,,,,,,,,,,,,65.8
