10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Yu-Na KIM,KOR,0,133.7,72.9,60.8,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,2.0,2,3,1,2,2,2,2,3,2,2,,11.5
2,3Lo,,5.0,False,0.6,2,1,0,1,0,0,0,1,1,0,,5.6
3,FSSp4,,3.0,False,0.5,1,1,0,1,0,2,1,1,1,1,,3.5
4,3Lz+2T,,7.3,False,1.2,2,2,0,1,0,2,1,2,1,1,,8.5
5,SpSq4,,3.4,False,0.8,1,1,0,1,1,1,0,2,0,1,,4.2
6,2A+3T,,7.5,False,1.2,2,1,0,1,1,1,1,2,1,0,,8.7
7,FCCoSp3,,3.0,False,0.3,1,1,1,2,0,1,0,0,1,1,,3.3
8,3Lz,,6.6,True,-0.2,-1,0,-1,0,-1,0,0,0,0,0,,6.4
9,3S,,4.95,True,0.2,0,0,0,0,0,0,0,1,1,0,,5.15
10,CSSp4,,3.0,False,0.4,0,0,0,1,1,0,0,1,1,1,,3.4
11,SlSt3,,3.1,False,0.5,1,1,1,2,0,2,1,1,1,1,,3.6
12,2A,,3.85,True,1.2,1,1,1,2,0,1,1,2,1,1,,5.05
13,CCoSp4,,3.5,False,0.5,1,1,1,1,1,1,1,2,1,1,,4.0
,,,63.7,,,,,,,,,,,,,,72.9
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,7.5,7.75,7.75,8.0,7.75,8.25,7.5,7.75,7.75,8.5,,7.75
,Transition / Linking Footwork  ,,,,1.6,7.5,7.5,7.0,7.75,7.0,8.0,7.0,7.25,7.5,7.5,,7.35
,Performance / Execution  ,,,,1.6,7.75,7.5,7.5,8.0,7.25,7.75,7.25,7.5,8.0,8.25,,7.7
,Choreography / Composition  ,,,,1.6,7.0,7.5,8.0,7.75,7.5,8.25,7.25,7.5,7.75,8.25,,7.55
,Interpretation  ,,,,1.6,7.0,7.25,7.5,8.25,7.0,8.0,7.25,7.75,8.0,8.5,,7.65
,,,,,,,,,,,,,,,,,60.8
