10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Nina PETUSHKOVA,RUS,0,94.09,52.81,41.28,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3Lz,,6.0,False,0.6,1,1,0,1,0,0,0,1,1,0,,6.6
2,3Lo,,5.0,False,0.2,1,0,0,1,0,0,0,0,0,0,,5.2
3,FCSp2,,2.0,False,0.1,0,0,0,0,1,0,0,0,0,1,,2.1
4,3F,,5.5,False,-0.2,-1,1,0,0,-1,0,0,0,0,0,,5.3
5,2A,,3.5,False,0.8,1,1,0,1,1,0,0,1,0,1,,4.3
6,3T,,4.0,False,0.2,1,1,0,1,0,0,0,0,0,0,,4.2
7,SpSq3,,3.1,False,0.0,0,0,0,0,0,0,0,0,0,0,,3.1
8,3T+2T,,5.83,True,0.2,0,0,0,1,0,-1,0,0,0,1,,6.03
9,LSp3,,2.4,False,0.4,1,1,1,1,1,0,1,0,1,0,,2.8
10,CoSp3,,2.5,False,0.1,0,0,0,1,0,0,0,0,0,1,,2.6
11,2A+2T,,5.28,True,0.4,0,0,0,1,0,0,0,1,0,1,,5.68
12,CiSt1,,1.8,False,0.0,-1,0,-1,0,0,0,0,0,0,0,,1.8
13,CCoSp3,,3.0,False,0.1,1,0,0,1,0,0,0,0,0,0,,3.1
,,,49.91,,,,,,,,,,,,,,52.81
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,4.75,4.75,5.25,5.75,6.0,4.75,4.75,5.25,5.75,5.25,,5.35
,Transition / Linking Footwork  ,,,,1.6,4.75,4.0,4.75,5.25,5.75,5.25,4.25,4.75,5.25,4.25,,4.85
,Performance / Execution  ,,,,1.6,5.5,4.75,5.0,6.25,6.0,5.0,4.5,4.5,5.5,5.0,,5.3
,Choreography / Composition  ,,,,1.6,5.0,4.25,5.5,5.75,6.0,5.0,4.5,4.75,5.5,4.5,,5.1
,Interpretation  ,,,,1.6,5.0,4.0,4.75,5.5,5.75,4.5,4.5,4.75,5.75,5.0,,5.2
,,,,,,,,,,,,,,,,,41.28
