9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
18,Amy LIN,TPE,1,45.4,23.05,23.35,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3T+2T,,5.6,False,0.0,0,-1,0,0,0,0,0,0,0,,5.6
2,3Lo<,<,3.6,False,-2.0,-3,-3,-3,-3,-2,-3,-3,-3,-2,,1.6
3,FCSp3,,2.8,False,0.14,0,0,1,1,1,0,-1,0,0,,2.94
4,2A,,3.63,True,0.21,1,0,1,0,1,0,0,1,0,,3.84
5,StSq2,,2.6,False,0.64,1,1,2,1,2,1,1,2,1,,3.24
6,CCoSp3,,3.0,False,-0.3,-2,-1,-1,-1,-1,-1,-1,0,-1,,2.7
7,LSp4,,2.7,False,0.43,0,1,1,1,1,1,0,1,2,,3.13
,,,23.93,,,,,,,,,,,,,23.05
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,5.25,6.0,5.75,5.75,5.5,5.5,6.0,6.75,,5.82
,Transitions  ,,,,0.8,5.75,5.0,5.5,5.5,5.75,5.25,5.0,6.0,6.0,,5.54
,Performance  ,,,,0.8,6.25,5.75,5.75,6.25,6.0,5.5,5.25,6.25,6.5,,5.96
,Composition  ,,,,0.8,6.0,5.5,5.5,5.75,6.0,5.5,5.5,6.5,6.5,,5.82
,Interpretation of the Music  ,,,,0.8,6.25,5.75,6.0,6.0,6.25,5.75,5.25,6.25,6.75,,6.04
,,,,,,,,,,,,,,,,23.35
Deduction,Deductions Late start,-1.0
