9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Ivan RIGHINI,ITA,5,68.98,37.41,33.57,-2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3A,,8.5,False,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,,7.5
2,4T,,10.3,False,-4.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,,6.3
3,CSSp4,,3.0,False,0.03,0,-2,0,0,0,0,1,-1,2,,3.03
4,FCSp4,,3.2,False,0.14,1,-1,0,1,0,0,0,0,1,,3.34
5,3Lz+3T,,11.33,True,-2.1,-3,-3,-3,-3,-2,-3,-3,-3,-3,,9.23
6,StSq3,,3.3,False,0.71,2,0,1,1,2,1,1,2,2,,4.01
7,CCoSp3p4,,3.5,False,0.5,1,1,0,1,1,1,1,1,1,,4.0
,,,43.13,,,,,,,,,,,,,37.41
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,7.0,6.5,6.5,7.0,6.5,6.75,6.75,6.5,7.75,,6.71
,Transition / Linking Footwork  ,,,,1.0,7.0,6.25,6.25,6.75,6.25,6.5,6.5,6.0,7.25,,6.5
,Performance / Execution  ,,,,1.0,7.0,6.25,6.0,6.5,6.0,7.0,6.5,6.0,7.5,,6.46
,Choreography / Composition  ,,,,1.0,7.75,6.25,6.5,6.75,6.25,7.0,7.5,6.5,7.5,,6.86
,Interpretation  ,,,,1.0,7.5,6.5,6.75,7.0,6.75,7.0,7.25,7.0,8.0,,7.04
,,,,,,,,,,,,,,,,33.57
Deduction,Falls,-2.0
