10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Yannick PONSERO,FRA,0,67.93,37.38,31.55,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,4T+2T,,10.3,False,0.4,1,0,0,0,0,1,0,-1,1,-1,,10.7
2,3A,,7.5,False,0.0,0,0,0,0,0,0,1,0,0,0,,7.5
3,CCoSp4,,3.5,False,0.5,1,1,1,1,1,1,1,2,2,1,,4.0
4,3S,,4.5,False,1.0,1,0,1,1,1,1,2,1,1,-3,,5.5
5,FSSp4,,3.0,False,0.3,1,0,1,1,1,0,0,1,1,1,,3.3
6,SlSt1,,1.8,False,-0.92,-3,-3,-3,-3,-3,-1,-2,-3,-3,-3,,0.88
7,CCSp4,,3.0,False,0.2,0,0,1,1,0,0,1,1,2,1,,3.2
8,CiSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,1,0,,2.3
,,,35.9,,,,,,,,,,,,,,37.38
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,6.5,6.5,6.5,6.0,7.0,6.75,6.75,6.75,6.75,6.75,,6.65
,Transition / Linking Footwork ,,,,1.0,6.5,6.0,6.0,5.75,6.0,6.25,6.25,5.75,5.75,6.5,,6.05
,Performance / Execution ,,,,1.0,6.5,6.25,6.0,6.0,6.75,6.5,6.5,6.25,5.5,6.5,,6.35
,Choreography / Composition ,,,,1.0,6.75,6.0,6.25,5.75,6.5,6.25,6.25,6.5,6.0,6.75,,6.2
,Interpretation ,,,,1.0,6.5,6.0,6.25,6.0,6.5,6.5,6.5,6.5,5.75,6.5,,6.3
,,,,,,,,,,,,,,,,,31.55
Deduction,Falls,-1.0
