10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Mao ASADA,JPN,0,119.58,61.74,57.84,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,2A,,3.5,False,1.4,2,1,1,1,1,2,2,2,1,2,,4.9
2,3F+3Lo<,,7.0,False,-0.8,-1,0,0,1,-1,-1,-2,-1,-1,-1,,6.2
3,CSp3,,1.8,False,0.3,1,0,1,0,0,1,0,0,1,1,,2.1
4,3Lz,e,6.0,False,-1.4,-3,-2,-1,-2,-2,-1,-3,-1,-1,-2,,4.6
5,FSSp4,,3.0,False,0.6,1,1,2,0,1,2,-1,1,0,0,,3.6
6,SpSq1,,1.8,False,0.4,0,1,1,2,1,2,0,1,0,1,,2.2
7,3Lo,,5.5,True,1.0,1,1,1,2,1,1,1,1,1,2,,6.5
8,3F+2Lo,,7.7,True,1.0,1,1,1,1,0,1,1,1,1,1,,8.7
9,2A+2Lo+2Lo,,7.15,True,-0.16,0,0,1,1,0,0,-1,-1,-1,-1,,6.99
10,CCoSp4,,3.5,False,0.4,0,1,1,1,1,2,1,0,1,1,,3.9
11,SlSt3,,3.1,False,0.8,2,2,1,2,1,2,1,2,1,2,,3.9
12,CoSp4,,3.0,False,0.5,1,1,1,1,1,2,1,1,1,0,,3.5
13,2A,,3.85,True,0.8,0,2,1,2,1,1,1,0,1,1,,4.65
,,,56.9,,,,,,,,,,,,,,61.74
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,7.5,7.75,7.5,7.75,7.25,7.5,7.5,7.5,7.25,7.5,,7.45
,Transition / Linking Footwork  ,,,,1.6,6.75,7.0,6.75,6.0,6.5,7.25,6.0,7.25,6.75,6.5,,6.9
,Performance / Execution  ,,,,1.6,7.25,7.25,7.0,7.25,7.0,7.5,7.25,7.25,7.5,7.0,,7.25
,Choreography / Composition  ,,,,1.6,7.5,7.25,7.25,7.5,6.75,7.25,6.5,7.5,7.25,7.25,,7.3
,Interpretation  ,,,,1.6,7.25,7.0,7.25,7.25,6.75,7.5,7.0,7.5,7.25,7.25,,7.25
,,,,,,,,,,,,,,,,,57.84
