Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yu-Na KIM,KOR,210.03,1,76.08,1,133.95,2009-10-18,gpfra09
2,Mao ASADA,JPN,173.99,3,58.96,2,115.03,2009-10-18,gpfra09
3,Yukari NAKANO,JPN,165.7,2,59.64,3,106.06,2009-10-18,gpfra09
4,Caroline ZHANG,USA,153.15,5,57.26,5,95.89,2009-10-18,gpfra09
5,Alexe GILLES,USA,151.92,4,58.22,7,93.7,2009-10-18,gpfra09
6,Carolina KOSTNER,ITA,147.63,7,51.26,4,96.37,2009-10-18,gpfra09
7,Elene GEDEVANISHVILI,GEO,143.43,8,48.68,6,94.75,2009-10-18,gpfra09
8,Kiira KORPI,FIN,138.83,6,54.2,8,84.63,2009-10-18,gpfra09
9,Gwendoline DIDIER,FRA,118.07,10,41.96,9,76.11,2009-10-18,gpfra09
10,Anna JURKIEWICZ,POL,115.06,9,43.86,10,71.2,2009-10-18,gpfra09
