Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evan LYSACEK,USA,249.45,2,89.85,1,159.6,2009-12-06,gpf0910
2,Nobunari ODA,JPN,243.36,3,87.65,3,155.71,2009-12-06,gpf0910
3,Johnny WEIR,USA,237.35,4,84.6,4,152.75,2009-12-06,gpf0910
4,Jeremy ABBOTT,USA,235.38,5,76.65,2,158.73,2009-12-06,gpf0910
5,Daisuke TAKAHASHI,JPN,224.6,1,89.95,5,134.65,2009-12-06,gpf0910
6,Tomas VERNER,CZE,192.32,6,70.17,6,122.15,2009-12-06,gpf0910
