Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Xue SHEN / Hongbo ZHAO,CHN,214.25,1,75.36,1,138.89,2009-12-06,gpf0910
2,Qing PANG / Jian TONG,CHN,201.86,4,68.04,2,133.82,2009-12-06,gpf0910
3,Aliona SAVCHENKO / Robin SZOLKOWY,GER,200.38,2,73.14,4,127.24,2009-12-06,gpf0910
4,Maria MUKHORTOVA / Maxim TRANKOV,RUS,198.35,3,69.78,3,128.57,2009-12-06,gpf0910
5,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,183.01,6,62.3,5,120.71,2009-12-06,gpf0910
6,Dan ZHANG / Hao ZHANG,CHN,180.25,5,66.24,6,114.01,2009-12-06,gpf0910
