Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Daisuke TAKAHASHI,JPN,234.22,2,77.89,1,156.33,2007-12-02,gpjpn07
2,Tomas VERNER,CZE,229.45,1,78.15,2,151.3,2007-12-02,gpjpn07
3,Stephen CARRIERE,USA,204.98,3,67.85,3,137.13,2007-12-02,gpjpn07
4,Jeremy ABBOTT,USA,187.56,12,58.27,4,129.29,2007-12-02,gpjpn07
5,Sergei DOBRIN,RUS,186.53,6,66.14,6,120.39,2007-12-02,gpjpn07
6,Sergei DAVYDOV,BLR,184.7,5,66.25,7,118.45,2007-12-02,gpjpn07
7,Andrei GRIAZEV,RUS,182.83,11,62.05,5,120.78,2007-12-02,gpjpn07
8,Kensuke NAKANIWA,JPN,180.7,7,63.7,9,117.0,2007-12-02,gpjpn07
9,Shawn SAWYER,CAN,180.35,9,62.85,8,117.5,2007-12-02,gpjpn07
10,Yasuharu NANRI,JPN,176.25,4,67.55,11,108.7,2007-12-02,gpjpn07
11,Vaughn CHIPEUR,CAN,173.65,10,62.1,10,111.55,2007-12-02,gpjpn07
12,Chengjiang LI,CHN,162.77,8,63.56,12,99.21,2007-12-02,gpjpn07
