Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,203.48,1,72.3,1,131.18,2009-03-29,wc2009
2,Dan ZHANG / Hao ZHANG,CHN,186.52,3,67.42,2,119.1,2009-03-29,wc2009
3,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,186.39,2,68.94,3,117.45,2009-03-29,wc2009
4,Qing PANG / Jian TONG,CHN,181.08,5,65.18,4,115.9,2009-03-29,wc2009
5,Maria MUKHORTOVA / Maxim TRANKOV,RUS,177.89,4,66.88,7,111.01,2009-03-29,wc2009
6,Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,175.61,6,64.1,5,111.51,2009-03-29,wc2009
7,Jessica DUBE / Bryce DAVISON,CAN,172.82,7,61.8,6,111.02,2009-03-29,wc2009
8,Meagan DUHAMEL / Craig BUNTIN,CAN,165.41,8,61.28,8,104.13,2009-03-29,wc2009
9,Caydee DENNEY / Jeremy BARRETT,USA,156.84,10,52.74,9,104.1,2009-03-29,wc2009
10,Mylene BRODEUR / John MATTATALL,CAN,150.05,11,50.44,10,99.61,2009-03-29,wc2009
11,Keauna MCLAUGHLIN / Rockne BRUBAKER,USA,143.74,9,53.62,12,90.12,2009-03-29,wc2009
12,Vanessa JAMES / Yannick BONHEUR,FRA,139.34,17,44.1,11,95.24,2009-03-29,wc2009
13,Stacey KEMP / David KING,GBR,134.73,13,47.74,13,86.99,2009-03-29,wc2009
14,Anais MORAND / Antoine DORSAZ,SUI,131.46,12,48.5,14,82.96,2009-03-29,wc2009
15,Maylin HAUSCH / Daniel WENDE,GER,125.96,15,46.58,15,79.38,2009-03-29,wc2009
16,Yue ZHANG / Lei WANG,CHN,119.24,14,46.68,16,72.56,2009-03-29,wc2009
17,Maria SERGEJEVA / Ilja GLEBOV,EST,116.54,16,46.14,17,70.4,2009-03-29,wc2009
18,Nicole DELLA MONICA / Yannick KOCON,ITA,108.49,18,41.18,18,67.31,2009-03-29,wc2009
19,Joanna SULEJ / Mateusz CHRUSCINSKI,POL,106.54,19,40.88,19,65.66,2009-03-29,wc2009
20,Jessica CRENSHAW / Chad TSAGRIS,GRE,101.87,20,39.7,20,62.17,2009-03-29,wc2009
21,Ekaterina SOKOLOVA / Fedor SOKOLOV,ISR,39.62,21,39.62,DNQ,DNQ,2009-03-29,wc2009
22,Amanda SUNYOTO-YANG / Darryll SULNDRO-YANG,TPE,37.04,22,37.04,DNQ,DNQ,2009-03-29,wc2009
23,Nina IVANOVA / Filip ZALEVSKI,BUL,34.58,23,34.58,DNQ,DNQ,2009-03-29,wc2009
24,Ksenia OZEROVA / Alexander ENBERT,RUS,34.06,24,34.06,DNQ,DNQ,2009-03-29,wc2009
25,Marina AGANINA / Dmitri ZOBNIN,UZB,33.0,25,33.0,DNQ,DNQ,2009-03-29,wc2009
